,cluster_id,cluster_pred
0,0,4
1,0,4
2,0,4
3,0,4
4,0,4
5,0,4
6,0,1
7,0,4
8,0,4
9,0,4
10,0,4
11,0,3
12,0,4
13,0,4
14,0,4
15,0,4
16,0,4
17,0,4
18,0,1
19,0,4
20,0,4
21,0,4
22,0,4
23,0,4
24,0,4
25,0,4
26,0,4
27,0,4
28,0,4
29,0,4
30,0,4
31,0,4
32,0,4
33,0,4
34,0,4
35,0,4
36,0,4
37,0,4
38,0,4
39,0,4
40,0,4
41,0,4
42,0,4
43,0,4
44,0,4
45,0,4
46,0,4
47,0,4
48,0,4
49,0,4
50,0,4
51,0,4
52,0,4
53,0,4
54,0,4
55,0,4
56,0,4
57,0,4
58,0,4
59,0,4
60,0,4
61,0,4
62,0,4
63,0,4
64,0,4
65,0,4
66,0,4
67,0,4
68,0,4
69,0,4
70,0,4
71,0,4
72,0,4
73,0,4
74,0,3
75,0,4
76,0,4
77,0,4
78,0,4
79,0,4
80,0,4
81,0,4
82,0,4
83,0,4
84,0,4
85,0,4
86,0,1
87,0,4
88,0,4
89,0,4
90,0,4
91,0,4
92,0,4
93,0,4
94,0,4
95,0,4
96,0,4
97,0,4
98,0,4
99,0,4
100,0,4
101,0,4
102,0,4
103,0,4
104,0,2
105,0,4
106,0,4
107,0,4
108,0,4
109,0,2
110,0,4
111,0,4
112,0,4
113,0,4
114,0,4
115,0,4
116,0,4
117,0,4
118,0,4
119,0,4
120,0,4
121,0,2
122,0,2
123,0,4
124,0,4
125,0,4
126,0,4
127,0,4
128,0,4
129,0,4
130,0,4
131,0,4
132,0,4
133,0,4
134,0,4
135,0,4
136,0,4
137,0,4
138,0,4
139,0,4
140,0,4
141,0,4
142,0,4
143,0,4
144,0,4
145,0,4
146,0,4
147,0,4
148,0,4
149,0,4
150,0,4
151,0,4
152,0,4
153,0,4
154,0,1
155,0,4
156,0,4
157,0,4
158,0,4
159,0,4
160,0,4
161,0,4
162,0,4
163,0,4
164,0,4
165,0,4
166,0,4
167,0,4
168,0,4
169,0,4
170,0,4
171,0,4
172,0,4
173,0,4
174,0,4
175,0,4
176,0,4
177,0,3
178,0,4
179,0,4
180,0,4
181,0,4
182,0,4
183,0,4
184,0,4
185,0,4
186,0,4
187,0,4
188,0,4
189,0,4
190,0,4
191,0,4
192,0,4
193,0,4
194,0,4
195,0,4
196,0,4
197,0,4
198,0,4
199,0,4
200,0,4
201,0,4
202,0,4
203,0,4
204,0,4
205,0,4
206,0,4
207,0,4
208,0,4
209,0,4
210,0,4
211,0,4
212,0,1
213,0,4
214,0,4
215,0,4
216,0,4
217,0,4
218,0,4
219,0,4
220,0,1
221,0,4
222,0,4
223,0,4
224,0,4
225,0,4
226,0,1
227,0,4
228,0,4
229,0,4
230,0,1
231,0,4
232,0,4
233,0,4
234,0,4
235,0,1
236,0,4
237,0,3
238,0,4
239,0,4
240,0,4
241,0,4
242,0,4
243,0,4
244,0,4
245,0,4
246,0,4
247,0,4
248,0,4
249,0,4
250,0,4
251,0,4
252,0,4
253,0,4
254,0,4
255,0,4
256,0,4
257,0,4
258,0,4
259,0,4
260,0,4
261,0,4
262,0,4
263,0,4
264,0,4
265,0,4
266,0,3
267,0,4
268,0,3
269,0,4
270,0,4
271,0,4
272,0,4
273,0,4
274,0,4
275,0,4
276,0,4
277,0,4
278,0,2
279,0,4
280,0,4
281,0,4
282,0,4
283,0,4
284,0,4
285,0,4
286,0,1
287,0,4
288,0,4
289,0,4
290,0,4
291,0,4
292,0,4
293,0,4
294,0,4
295,0,4
296,0,4
297,0,4
298,0,4
299,0,1
300,0,4
301,0,4
302,0,1
303,0,4
304,0,4
305,0,4
306,0,4
307,0,4
308,0,4
309,0,4
310,0,4
311,0,4
312,0,4
313,0,4
314,0,4
315,0,4
316,0,4
317,0,4
318,0,4
319,0,4
320,0,4
321,0,4
322,0,4
323,0,4
324,0,4
325,0,4
326,0,4
327,0,4
328,0,4
329,0,4
330,0,4
331,0,4
332,0,1
333,0,4
334,0,4
335,0,4
336,0,3
337,0,4
338,0,4
339,0,4
340,0,4
341,0,4
342,0,4
343,0,4
344,0,4
345,0,4
346,0,4
347,0,4
348,0,4
349,0,4
350,0,1
351,0,4
352,0,4
353,0,4
354,0,4
355,0,4
356,0,4
357,0,4
358,0,4
359,0,4
360,0,4
361,0,4
362,0,4
363,0,4
364,0,4
365,0,4
366,0,4
367,0,4
368,0,4
369,0,4
370,0,4
371,0,4
372,0,4
373,0,4
374,0,4
375,0,4
376,0,4
377,0,4
378,0,4
379,0,4
380,0,4
381,0,4
382,0,4
383,0,4
384,0,4
385,0,4
386,0,4
387,0,4
388,0,4
389,0,4
390,0,4
391,0,4
392,0,4
393,0,4
394,0,4
395,0,4
396,0,4
397,0,4
398,0,4
399,0,4
400,1,4
401,1,1
402,1,1
403,1,4
404,1,4
405,1,3
406,1,1
407,1,1
408,1,1
409,1,4
410,1,3
411,1,2
412,1,1
413,1,4
414,1,1
415,1,3
416,1,4
417,1,1
418,1,3
419,1,1
420,1,1
421,1,1
422,1,1
423,1,4
424,1,1
425,1,4
426,1,4
427,1,3
428,1,2
429,1,2
430,1,3
431,1,2
432,1,1
433,1,1
434,1,3
435,1,3
436,1,1
437,1,1
438,1,1
439,1,1
440,1,1
441,1,1
442,1,4
443,1,3
444,1,3
445,1,3
446,1,4
447,1,1
448,1,1
449,1,4
450,1,3
451,1,4
452,1,1
453,1,1
454,1,1
455,1,3
456,1,1
457,1,1
458,1,1
459,1,3
460,1,3
461,1,2
462,1,3
463,1,3
464,1,3
465,1,4
466,1,1
467,1,1
468,1,1
469,1,1
470,1,3
471,1,4
472,1,1
473,1,3
474,1,1
475,1,1
476,1,1
477,1,1
478,1,1
479,1,1
480,1,1
481,1,1
482,1,1
483,1,3
484,1,4
485,1,1
486,1,1
487,1,1
488,1,1
489,1,1
490,1,1
491,1,4
492,1,1
493,1,1
494,1,1
495,1,1
496,1,3
497,1,1
498,1,3
499,1,1
500,1,1
501,1,4
502,1,1
503,1,1
504,1,1
505,1,1
506,1,4
507,1,4
508,1,1
509,1,3
510,1,4
511,1,1
512,1,1
513,1,2
514,1,3
515,1,4
516,1,3
517,1,1
518,1,1
519,1,1
520,1,4
521,1,1
522,1,4
523,1,3
524,1,1
525,1,3
526,1,3
527,1,1
528,1,1
529,1,2
530,1,1
531,1,3
532,1,3
533,1,3
534,1,3
535,1,3
536,1,3
537,1,3
538,1,2
539,1,1
540,1,2
541,1,3
542,1,2
543,1,3
544,1,1
545,1,3
546,1,3
547,1,1
548,1,1
549,1,1
550,1,1
551,1,3
552,1,3
553,1,1
554,1,3
555,1,1
556,1,4
557,1,1
558,1,1
559,1,2
560,1,1
561,1,3
562,1,1
563,1,4
564,1,3
565,1,1
566,1,4
567,1,1
568,1,3
569,1,2
570,1,3
571,1,1
572,1,3
573,1,3
574,1,1
575,1,2
576,1,3
577,1,2
578,1,4
579,1,1
580,1,2
581,1,2
582,1,1
583,1,4
584,1,1
585,1,1
586,1,1
587,1,4
588,1,4
589,1,1
590,1,1
591,1,4
592,1,1
593,1,1
594,1,1
595,1,3
596,1,2
597,1,2
598,1,1
599,1,1
600,1,1
601,1,3
602,1,1
603,1,1
604,1,4
605,1,2
606,1,3
607,1,4
608,1,1
609,1,2
610,1,4
611,1,3
612,1,3
613,1,1
614,1,1
615,1,3
616,1,1
617,1,1
618,1,3
619,1,4
620,1,3
621,1,1
622,1,4
623,1,1
624,1,1
625,1,3
626,1,2
627,1,1
628,1,1
629,1,3
630,1,1
631,1,1
632,1,1
633,1,1
634,1,1
635,1,1
636,1,1
637,1,1
638,1,1
639,1,4
640,1,1
641,1,3
642,1,3
643,1,2
644,1,3
645,1,4
646,1,1
647,1,1
648,1,3
649,1,3
650,1,1
651,1,2
652,1,1
653,1,3
654,1,3
655,1,1
656,1,4
657,1,1
658,1,1
659,1,1
660,1,1
661,1,3
662,1,1
663,1,1
664,1,1
665,1,1
666,1,3
667,1,3
668,1,1
669,1,1
670,1,1
671,1,1
672,1,3
673,1,3
674,1,4
675,1,1
676,1,4
677,1,3
678,1,3
679,1,3
680,1,3
681,1,1
682,1,3
683,1,3
684,1,3
685,1,1
686,1,1
687,1,1
688,1,3
689,1,1
690,1,1
691,1,4
692,1,3
693,1,4
694,1,1
695,1,3
696,1,1
697,1,4
698,1,3
699,1,1
700,1,4
701,1,3
702,1,1
703,1,3
704,1,4
705,1,4
706,1,1
707,1,1
708,1,2
709,1,3
710,1,2
711,1,3
712,1,1
713,1,2
714,1,4
715,1,4
716,1,1
717,1,1
718,1,1
719,1,2
720,1,1
721,1,1
722,1,3
723,1,1
724,1,1
725,1,1
726,1,1
727,1,3
728,1,3
729,1,1
730,1,1
731,1,3
732,1,3
733,1,1
734,1,3
735,1,1
736,1,1
737,1,3
738,1,1
739,1,1
740,1,1
741,1,1
742,1,3
743,1,1
744,1,1
745,1,3
746,1,4
747,1,1
748,1,1
749,1,1
750,1,4
751,1,1
752,1,1
753,1,1
754,1,3
755,1,2
756,1,1
757,1,3
758,1,4
759,1,3
760,1,4
761,1,1
762,1,2
763,1,3
764,1,1
765,1,3
766,1,1
767,1,1
768,1,1
769,1,1
770,1,1
771,1,4
772,1,3
773,1,3
774,1,3
775,1,3
776,1,1
777,1,1
778,1,3
779,1,1
780,1,1
781,1,2
782,1,1
783,1,4
784,1,1
785,1,3
786,1,3
787,1,1
788,1,1
789,1,1
790,1,1
791,1,1
792,1,1
793,1,4
794,1,1
795,1,3
796,1,3
797,1,3
798,1,1
799,1,1
800,2,3
801,2,3
802,2,1
803,2,4
804,2,3
805,2,1
806,2,1
807,2,1
808,2,1
809,2,1
810,2,1
811,2,3
812,2,3
813,2,2
814,2,4
815,2,4
816,2,1
817,2,3
818,2,3
819,2,1
820,2,4
821,2,1
822,2,1
823,2,3
824,2,2
825,2,3
826,2,1
827,2,1
828,2,2
829,2,1
830,2,1
831,2,2
832,2,1
833,2,1
834,2,3
835,2,3
836,2,3
837,2,4
838,2,1
839,2,4
840,2,3
841,2,4
842,2,4
843,2,1
844,2,4
845,2,3
846,2,2
847,2,4
848,2,3
849,2,4
850,2,1
851,2,1
852,2,3
853,2,1
854,2,1
855,2,1
856,2,4
857,2,3
858,2,4
859,2,1
860,2,1
861,2,1
862,2,1
863,2,3
864,2,4
865,2,1
866,2,4
867,2,1
868,2,2
869,2,3
870,2,1
871,2,3
872,2,1
873,2,1
874,2,4
875,2,4
876,2,4
877,2,4
878,2,3
879,2,3
880,2,3
881,2,4
882,2,4
883,2,1
884,2,1
885,2,1
886,2,1
887,2,2
888,2,3
889,2,3
890,2,1
891,2,1
892,2,4
893,2,1
894,2,1
895,2,1
896,2,2
897,2,1
898,2,2
899,2,3
900,2,2
901,2,3
902,2,3
903,2,1
904,2,4
905,2,2
906,2,1
907,2,2
908,2,2
909,2,1
910,2,1
911,2,3
912,2,3
913,2,4
914,2,3
915,2,4
916,2,3
917,2,3
918,2,1
919,2,3
920,2,4
921,2,1
922,2,3
923,2,3
924,2,4
925,2,4
926,2,3
927,2,3
928,2,2
929,2,3
930,2,2
931,2,3
932,2,4
933,2,1
934,2,2
935,2,4
936,2,3
937,2,4
938,2,1
939,2,4
940,2,1
941,2,2
942,2,1
943,2,4
944,2,3
945,2,1
946,2,3
947,2,1
948,2,4
949,2,3
950,2,1
951,2,4
952,2,1
953,2,3
954,2,4
955,2,3
956,2,1
957,2,2
958,2,1
959,2,1
960,2,2
961,2,1
962,2,1
963,2,4
964,2,3
965,2,3
966,2,4
967,2,1
968,2,1
969,2,4
970,2,1
971,2,1
972,2,3
973,2,3
974,2,3
975,2,1
976,2,3
977,2,3
978,2,2
979,2,3
980,2,1
981,2,3
982,2,1
983,2,3
984,2,2
985,2,4
986,2,1
987,2,3
988,2,1
989,2,1
990,2,3
991,2,1
992,2,3
993,2,4
994,2,4
995,2,2
996,2,3
997,2,1
998,2,1
999,2,1
1000,2,1
1001,2,1
1002,2,1
1003,2,4
1004,2,1
1005,2,4
1006,2,2
1007,2,1
1008,2,4
1009,2,4
1010,2,3
1011,2,4
1012,2,3
1013,2,4
1014,2,3
1015,2,3
1016,2,2
1017,2,3
1018,2,3
1019,2,3
1020,2,1
1021,2,1
1022,2,4
1023,2,3
1024,2,3
1025,2,3
1026,2,3
1027,2,4
1028,2,2
1029,2,4
1030,2,1
1031,2,1
1032,2,1
1033,2,2
1034,2,3
1035,2,4
1036,2,4
1037,2,2
1038,2,1
1039,2,1
1040,2,3
1041,2,3
1042,2,2
1043,2,1
1044,2,1
1045,2,4
1046,2,4
1047,2,1
1048,2,3
1049,2,3
1050,2,1
1051,2,1
1052,2,3
1053,2,2
1054,2,1
1055,2,1
1056,2,1
1057,2,3
1058,2,1
1059,2,1
1060,2,1
1061,2,3
1062,2,1
1063,2,4
1064,2,1
1065,2,3
1066,2,1
1067,2,3
1068,2,4
1069,2,4
1070,2,1
1071,2,2
1072,2,3
1073,2,1
1074,2,3
1075,2,3
1076,2,1
1077,2,1
1078,2,4
1079,2,1
1080,2,1
1081,2,2
1082,2,3
1083,2,3
1084,2,4
1085,2,3
1086,2,3
1087,2,1
1088,2,3
1089,2,3
1090,2,1
1091,2,1
1092,2,3
1093,2,2
1094,2,4
1095,2,4
1096,2,1
1097,2,4
1098,2,1
1099,2,3
1100,2,2
1101,2,3
1102,2,1
1103,2,4
1104,2,4
1105,2,1
1106,2,3
1107,2,3
1108,2,1
1109,2,1
1110,2,0
1111,2,1
1112,2,2
1113,2,4
1114,2,1
1115,2,2
1116,2,4
1117,2,4
1118,2,1
1119,2,1
1120,2,2
1121,2,3
1122,2,2
1123,2,2
1124,2,1
1125,2,1
1126,2,1
1127,2,1
1128,2,4
1129,2,1
1130,2,4
1131,2,3
1132,2,2
1133,2,2
1134,2,1
1135,2,1
1136,2,4
1137,2,3
1138,2,1
1139,2,1
1140,2,3
1141,2,1
1142,2,3
1143,2,1
1144,2,1
1145,2,3
1146,2,3
1147,2,1
1148,2,1
1149,2,3
1150,2,4
1151,2,4
1152,2,4
1153,2,3
1154,2,3
1155,2,3
1156,2,1
1157,2,3
1158,2,3
1159,2,1
1160,2,2
1161,2,4
1162,2,1
1163,2,3
1164,2,1
1165,2,4
1166,2,2
1167,2,2
1168,2,4
1169,2,3
1170,2,4
1171,2,4
1172,2,1
1173,2,4
1174,2,4
1175,2,3
1176,2,1
1177,2,1
1178,2,4
1179,2,3
1180,2,1
1181,2,4
1182,2,2
1183,2,2
1184,2,1
1185,2,1
1186,2,4
1187,2,2
1188,2,4
1189,2,1
1190,2,1
1191,2,1
1192,2,4
1193,2,1
1194,2,1
1195,2,4
1196,2,2
1197,2,1
1198,2,1
1199,2,2
1200,3,3
1201,3,1
1202,3,2
1203,3,3
1204,3,2
1205,3,1
1206,3,3
1207,3,3
1208,3,1
1209,3,1
1210,3,2
1211,3,3
1212,3,2
1213,3,2
1214,3,1
1215,3,3
1216,3,4
1217,3,2
1218,3,2
1219,3,3
1220,3,2
1221,3,1
1222,3,2
1223,3,3
1224,3,1
1225,3,3
1226,3,2
1227,3,2
1228,3,1
1229,3,2
1230,3,2
1231,3,3
1232,3,2
1233,3,2
1234,3,1
1235,3,2
1236,3,3
1237,3,2
1238,3,2
1239,3,3
1240,3,3
1241,3,2
1242,3,1
1243,3,2
1244,3,2
1245,3,3
1246,3,3
1247,3,1
1248,3,2
1249,3,2
1250,3,2
1251,3,3
1252,3,2
1253,3,4
1254,3,3
1255,3,3
1256,3,3
1257,3,2
1258,3,2
1259,3,3
1260,3,2
1261,3,1
1262,3,3
1263,3,2
1264,3,2
1265,3,3
1266,3,2
1267,3,2
1268,3,3
1269,3,2
1270,3,3
1271,3,2
1272,3,4
1273,3,2
1274,3,3
1275,3,1
1276,3,2
1277,3,3
1278,3,2
1279,3,3
1280,3,2
1281,3,2
1282,3,3
1283,3,2
1284,3,1
1285,3,3
1286,3,2
1287,3,4
1288,3,2
1289,3,2
1290,3,3
1291,3,2
1292,3,3
1293,3,3
1294,3,3
1295,3,2
1296,3,2
1297,3,1
1298,3,1
1299,3,3
1300,3,2
1301,3,3
1302,3,3
1303,3,2
1304,3,2
1305,3,2
1306,3,2
1307,3,3
1308,3,3
1309,3,2
1310,3,2
1311,3,1
1312,3,2
1313,3,1
1314,3,2
1315,3,1
1316,3,1
1317,3,4
1318,3,3
1319,3,2
1320,3,2
1321,3,1
1322,3,2
1323,3,1
1324,3,3
1325,3,2
1326,3,3
1327,3,3
1328,3,2
1329,3,3
1330,3,2
1331,3,2
1332,3,4
1333,3,1
1334,3,4
1335,3,1
1336,3,3
1337,3,2
1338,3,3
1339,3,2
1340,3,3
1341,3,3
1342,3,3
1343,3,2
1344,3,2
1345,3,1
1346,3,1
1347,3,1
1348,3,2
1349,3,3
1350,3,2
1351,3,2
1352,3,2
1353,3,2
1354,3,4
1355,3,2
1356,3,1
1357,3,2
1358,3,2
1359,3,2
1360,3,2
1361,3,3
1362,3,2
1363,3,1
1364,3,2
1365,3,2
1366,3,2
1367,3,1
1368,3,2
1369,3,3
1370,3,2
1371,3,3
1372,3,3
1373,3,3
1374,3,3
1375,3,2
1376,3,2
1377,3,2
1378,3,2
1379,3,3
1380,3,2
1381,3,2
1382,3,2
1383,3,2
1384,3,3
1385,3,1
1386,3,3
1387,3,3
1388,3,2
1389,3,1
1390,3,3
1391,3,3
1392,3,2
1393,3,3
1394,3,2
1395,3,2
1396,3,1
1397,3,3
1398,3,2
1399,3,1
1400,3,3
1401,3,3
1402,3,2
1403,3,2
1404,3,3
1405,3,3
1406,3,3
1407,3,3
1408,3,2
1409,3,3
1410,3,2
1411,3,1
1412,3,1
1413,3,1
1414,3,2
1415,3,1
1416,3,3
1417,3,2
1418,3,1
1419,3,3
1420,3,2
1421,3,3
1422,3,1
1423,3,2
1424,3,2
1425,3,2
1426,3,2
1427,3,2
1428,3,2
1429,3,2
1430,3,2
1431,3,3
1432,3,1
1433,3,1
1434,3,2
1435,3,2
1436,3,3
1437,3,2
1438,3,2
1439,3,3
1440,3,2
1441,3,2
1442,3,2
1443,3,2
1444,3,2
1445,3,2
1446,3,2
1447,3,3
1448,3,2
1449,3,2
1450,3,3
1451,3,2
1452,3,3
1453,3,1
1454,3,3
1455,3,2
1456,3,3
1457,3,2
1458,3,2
1459,3,2
1460,3,2
1461,3,3
1462,3,3
1463,3,2
1464,3,3
1465,3,2
1466,3,2
1467,3,1
1468,3,2
1469,3,3
1470,3,2
1471,3,2
1472,3,2
1473,3,3
1474,3,2
1475,3,3
1476,3,2
1477,3,3
1478,3,3
1479,3,1
1480,3,1
1481,3,2
1482,3,1
1483,3,2
1484,3,2
1485,3,2
1486,3,3
1487,3,2
1488,3,3
1489,3,2
1490,3,1
1491,3,3
1492,3,1
