,epoch,times,negative ll,purity,cluster_partition
0,0,-110407.8504799999,155568.515625,0.6975000000000001,0.0
1,1,-51886.91479999994,154750.421875,0.7200000000000001,0.0
2,2,-66922.60802000004,153032.375,0.7191666666666668,0.0
3,3,-81872.24292000014,151321.015625,0.8200000000000001,0.0
4,4,-96905.84686000017,145525.921875,0.8883333333333333,0.0
5,5,-111936.58754000004,143444.96875,0.9075,0.0
6,6,-126843.15018000023,144484.203125,0.9333333333333333,0.0
7,7,-126867.23204000009,144662.28125,0.9366666666666668,0.0
8,8,-126882.55590000015,142242.421875,0.9358333333333334,0.0
9,9,-126828.75598000013,141607.59375,0.9375000000000001,0.0
