,epoch,times,negative ll,purity,cluster_partition
0,0,-72414.52727999946,144476.046875,0.8725,0.0
1,1,-33620.67401999957,72671.5546875,0.7349999999999999,0.0
2,2,-46900.661939999554,78168.6171875,0.9874999999999999,0.0
3,3,-53414.558379999944,78175.78125,0.96875,0.0
4,4,-60987.375599999796,78539.296875,0.96625,0.0
5,5,-71182.81674000027,78846.6015625,0.9700000000000001,0.0
6,6,-77891.85097999987,79247.46875,0.9762500000000001,0.0
7,7,-76201.0790599999,79453.96875,0.97875,0.0
8,8,-88548.32598000008,79512.8828125,0.98,0.0
9,9,-91354.84645999968,79541.84375,0.98375,0.0
