,epoch,times,negative ll,purity,cluster_partition
0,0,-80113.50096,94591.046875,0.9062500000000001,0.0
1,1,-42737.70262,86415.765625,0.91875,0.0
2,2,-54828.671740000005,88143.71875,1.0,0.0
3,3,-66895.03167999999,88590.1328125,0.9999999999999999,0.0
4,4,-78950.79490000001,89119.1328125,1.0,0.0
5,5,-91024.69320000001,89531.78125,1.0,0.0
6,6,-103158.66950000003,90065.1640625,1.0,0.0
7,7,-103129.04265999998,90795.0234375,1.0,0.0
8,8,-103154.61879999995,91253.984375,1.0,0.0
9,9,-103147.0360800001,91475.484375,1.0000000000000002,0.0
