,epoch,times,negative ll,purity,cluster_partition
0,0,-146644.6334399993,177483.546875,0.37687499999999996,0.0
1,1,-71310.75184000074,178051.984375,0.5631250000000001,0.0
2,2,-92024.21254000044,182671.59375,0.6893750000000001,0.0
3,3,-112946.07040000032,183143.3125,0.71375,0.0
4,4,-133559.6465400001,182774.40625,0.7281249999999999,0.0
5,5,-154540.53203999996,183771.796875,0.7875,0.0
6,6,-175315.09945999947,187492.875,0.911875,0.0
7,7,-175518.67140000104,191148.546875,0.9506249999999999,0.0
8,8,-175032.39915999933,192448.75,0.96875,0.0
9,9,-172551.41303999932,192159.28125,0.975625,0.0
