,epoch,times,negative ll,purity,cluster_partition
0,0,-183672.4138199992,235678.296875,0.42150000000000004,0.0
1,1,-87114.83276000014,224183.5,0.5715,0.0
2,2,-112073.96548000048,231135.890625,0.6004999999999998,0.0
3,3,-137424.16963999975,227182.640625,0.6125,0.0
4,4,-162520.9992800001,228382.890625,0.6295000000000001,0.0
5,5,-187493.50280000013,227022.28125,0.6395,0.0
6,6,-212795.30937999953,224323.609375,0.6590000000000001,0.0
7,7,-212710.7805000001,222896.515625,0.7115000000000001,0.0
8,8,-211069.85872000107,222375.25,0.727,0.0
9,9,-210560.4858199996,222191.09375,0.7315,0.0
