,Unnamed: 0,time,event
0,0,0,1
1,1,2,22
2,2,2,1
3,3,2,11
4,4,4,15
5,5,4,1
6,6,4,11
7,7,9,15
8,8,9,24
9,9,9,1
10,10,10,15
11,11,11,3
12,12,11,1
13,13,13,1
14,14,15,15
15,15,15,1
16,16,16,15
17,17,18,21
18,18,18,3
19,19,18,11
20,20,20,1
21,21,21,15
22,22,21,1
23,23,21,11
24,24,22,15
25,25,24,57
26,26,24,24
27,27,25,15
28,28,25,24
29,29,25,1
30,30,26,15
31,31,26,1
32,32,28,15
33,33,28,24
34,34,28,1
35,35,29,15
36,36,29,1
37,37,30,1
38,38,32,1
39,39,33,1
40,40,34,15
41,41,34,1
42,42,36,15
43,43,36,1
44,44,38,15
45,45,38,35
46,46,38,1
47,47,40,15
48,48,40,24
49,49,40,35
50,50,40,18
51,51,40,1
52,52,41,15
53,53,41,11
54,54,42,1
55,55,42,11
56,56,43,15
57,57,43,1
58,58,43,11
59,59,44,15
60,60,45,15
61,61,46,15
62,62,46,1
63,63,46,11
64,64,47,15
65,65,47,18
66,66,47,11
67,67,48,1
68,68,48,11
69,69,49,15
70,70,49,1
71,71,53,15
72,72,53,1
73,73,55,11
74,74,61,15
75,75,61,1
76,76,63,24
77,77,63,11
78,78,65,1
79,79,66,1
80,80,68,11
81,81,69,15
82,82,69,1
83,83,69,11
84,84,70,1
85,85,70,11
86,86,72,1
87,87,73,15
88,88,73,1
89,89,74,15
90,90,74,1
91,91,75,15
92,92,76,15
93,93,76,24
94,94,76,1
95,95,76,11
96,96,77,11
97,97,79,1
98,98,80,15
99,99,80,1
100,100,80,11
101,101,81,15
102,102,82,1
103,103,83,15
104,104,85,24
105,105,85,1
106,106,85,11
107,107,86,15
108,108,86,35
109,109,87,15
110,110,87,1
111,111,88,1
112,112,89,22
113,113,89,15
114,114,90,1
115,115,90,11
116,116,92,15
117,117,92,1
118,118,94,1
119,119,95,1
120,120,96,22
121,121,96,15
122,122,96,1
123,123,97,15
124,124,97,24
125,125,97,1
126,126,97,11
127,127,98,24
128,128,98,1
129,129,98,11
130,130,99,15
131,131,100,15
132,132,100,1
133,133,101,4
134,134,101,15
135,135,101,1
136,136,101,11
137,137,102,1
138,138,102,11
139,139,103,1
140,140,104,4
141,141,104,15
142,142,104,9
143,143,104,11
144,144,105,15
145,145,105,1
146,146,106,15
147,147,107,34
148,148,107,24
149,149,107,1
150,150,107,11
152,152,108,15
153,153,108,1
154,154,108,11
155,155,109,15
156,156,109,1
157,157,112,15
158,158,113,24
159,159,113,1
160,160,114,24
161,161,114,1
162,162,115,1
163,163,116,1
164,164,117,24
165,165,117,1
166,166,118,15
167,167,118,24
168,168,118,1
169,169,119,25
170,170,120,1
171,171,121,57
172,172,121,1
173,173,121,11
174,174,122,15
175,175,122,1
176,176,123,15
177,177,123,1
178,178,124,15
179,179,126,4
180,180,126,15
181,181,126,1
182,182,127,15
183,183,127,1
184,184,127,11
185,185,128,4
186,186,128,1
187,187,129,15
188,188,129,1
189,189,129,11
190,190,130,15
191,191,130,1
192,192,131,1
193,193,132,15
194,194,133,36
195,195,133,11
196,196,135,15
197,197,135,1
198,198,135,11
199,199,136,15
200,200,137,1
201,201,138,57
202,202,139,61
203,203,139,15
204,204,139,1
205,205,139,11
206,206,140,1
207,207,140,11
208,208,141,24
209,209,141,1
210,210,142,15
211,211,142,1
212,212,143,1
213,213,144,15
214,214,144,1
215,215,144,11
216,216,145,1
217,217,146,15
218,218,146,24
219,219,146,1
220,220,147,1
221,221,148,15
222,222,149,15
223,223,150,15
224,224,150,1
225,225,151,1
226,226,152,57
227,227,152,1
228,228,153,15
229,229,153,1
230,230,155,15
231,231,155,1
232,232,156,15
233,233,156,1
234,234,159,1
235,235,160,1
236,236,161,18
237,237,162,1
238,238,163,18
239,239,163,1
240,240,164,4
241,241,164,1
242,242,166,1
243,243,167,11
244,244,168,34
245,245,168,15
246,246,168,18
247,247,168,1
248,248,169,11
249,249,170,1
250,250,171,1
251,251,172,18
252,252,173,1
253,253,174,15
254,254,174,18
255,255,174,1
256,256,175,9
257,257,176,1
258,258,177,34
259,259,177,1
260,260,180,34
261,261,180,3
262,262,180,1
263,263,181,4
264,264,182,15
265,265,182,3
266,266,182,1
267,267,182,11
268,268,183,1
269,269,184,4
270,270,184,3
271,271,184,18
272,272,184,1
273,273,185,1
274,274,185,11
275,275,186,18
276,276,186,9
277,277,187,1
278,278,188,5
279,279,188,1
280,280,189,1
281,281,190,1
282,282,191,12
283,283,191,11
284,284,192,1
285,285,194,15
286,286,194,1
287,287,196,1
288,288,197,24
289,289,198,15
290,290,198,1
291,291,199,15
292,292,200,1
293,293,201,1
294,294,202,15
295,295,202,1
296,296,203,1
297,297,204,1
298,298,205,15
299,299,205,1
300,300,206,15
301,301,206,24
302,302,206,1
303,303,207,1
304,304,208,1
305,305,209,24
306,306,209,1
307,307,210,1
308,308,211,1
309,309,212,1
310,310,213,3
311,311,213,1
312,312,214,15
313,313,214,1
314,314,215,1
315,315,216,3
316,316,216,18
317,317,216,1
318,318,218,15
319,319,218,1
320,320,219,15
321,321,219,1
322,322,220,15
323,323,220,1
324,324,221,1
325,325,222,15
326,326,222,1
327,327,224,15
328,328,224,1
329,329,225,15
330,330,225,1
331,331,226,1
332,332,227,15
333,333,227,1
334,334,228,15
335,335,228,24
336,336,228,1
337,337,229,15
338,338,229,1
339,339,231,15
340,340,231,1
341,341,232,1
342,342,233,15
343,343,233,1
344,344,234,15
345,345,234,24
346,346,234,1
347,347,235,15
348,348,235,1
349,349,236,15
350,350,236,1
351,351,239,15
352,352,239,1
353,353,240,15
354,354,240,1
355,355,241,15
356,356,241,1
357,357,242,15
358,358,242,1
359,359,243,15
360,360,243,1
361,361,244,3
362,362,244,1
363,363,245,15
364,364,245,1
365,365,246,15
366,366,246,24
367,367,246,1
368,368,247,15
369,369,247,1
370,370,248,15
371,371,248,1
372,372,249,15
373,373,249,1
374,374,252,15
375,375,252,1
376,376,253,15
377,377,253,1
378,378,254,15
379,379,254,1
380,380,255,15
381,381,256,15
382,382,256,1
383,383,257,1
384,384,258,61
385,385,258,15
386,386,258,1
387,387,258,11
388,388,260,15
389,389,260,1
390,390,261,4
391,391,261,15
392,392,262,15
393,393,262,1
394,394,262,9
395,395,262,11
396,396,263,1
397,397,264,1
398,398,265,1
399,399,266,1
400,400,268,15
401,401,268,1
402,402,269,1
403,403,270,1
404,404,271,15
405,405,273,15
406,406,274,3
407,407,274,1
408,408,275,1
409,409,276,15
410,410,276,1
411,411,276,11
412,412,277,15
413,413,277,1
414,414,278,15
415,415,278,1
416,416,279,1
417,417,280,80
418,418,280,15
419,419,280,1
420,420,281,36
421,421,281,15
422,422,281,1
423,423,282,1
424,424,285,15
425,425,285,1
426,426,286,15
427,427,286,1
428,428,287,1
429,429,288,36
430,430,288,15
431,431,288,1
432,432,289,1
433,433,290,1
434,434,291,1
435,435,292,15
436,436,292,1
437,437,295,24
438,438,295,1
439,439,296,24
440,440,296,1
441,441,296,9
442,442,297,1
443,443,298,15
444,444,298,1
445,445,300,1
446,446,301,15
447,447,301,1
448,448,302,15
449,449,302,1
450,450,303,1
451,451,304,15
452,452,304,1
453,453,304,11
454,454,305,1
455,455,306,15
456,456,306,1
457,457,307,1
458,458,308,1
459,459,309,15
460,460,309,24
461,461,309,1
462,462,310,1
463,463,311,1
464,464,311,9
465,465,312,15
466,466,312,1
467,467,313,15
468,468,313,1
469,469,315,15
470,470,315,1
471,471,316,15
472,472,316,24
473,473,316,1
474,474,317,1
475,475,318,1
476,476,319,36
477,477,319,24
478,478,319,1
479,479,320,15
480,480,320,1
481,481,321,1
482,482,322,61
483,483,322,15
484,484,322,24
485,485,322,1
486,486,323,15
487,487,323,1
488,488,325,15
489,489,325,1
490,490,326,1
491,491,327,36
492,492,327,15
493,493,327,1
494,494,328,15
495,495,328,1
496,496,329,1
497,497,330,1
498,498,331,4
499,499,333,1
500,500,334,15
501,501,334,1
502,502,336,24
503,503,336,3
504,504,336,1
505,505,336,11
506,506,337,1
507,507,339,15
508,508,339,1
509,509,339,11
510,510,341,1
511,511,342,1
512,512,342,11
513,513,343,15
514,514,343,1
515,515,344,1
516,516,345,1
517,517,346,15
518,518,346,1
519,519,347,11
520,520,348,61
521,521,348,15
522,522,348,24
523,523,348,11
524,524,349,15
525,525,349,1
526,526,351,36
527,527,351,1
528,528,351,11
529,529,352,1
530,530,354,1
531,531,355,15
532,532,355,11
533,533,356,1
534,534,357,1
535,535,358,1
536,536,359,36
537,537,359,15
538,538,360,1
539,539,360,11
540,540,362,36
541,541,362,15
542,542,363,1
543,543,365,1
544,544,367,1
545,545,368,57
546,546,370,1
547,547,372,24
548,548,372,1
549,549,372,11
550,550,374,1
551,551,375,24
552,552,375,11
553,553,376,1
554,554,377,1
555,555,379,1
556,556,380,1
557,557,381,1
558,558,382,1
559,559,383,57
560,560,383,15
561,561,383,9
562,562,383,11
563,563,384,57
564,564,384,15
565,565,384,1
566,566,384,11
567,567,385,1
568,568,386,15
569,569,386,1
