,Unnamed: 0,time,event
0,0,1,36
1,1,1,23
2,2,1,3
3,3,3,82
4,4,3,1
5,5,4,82
6,6,4,11
7,7,6,82
8,8,6,26
9,9,6,11
10,10,7,21
11,11,7,1
12,12,10,36
13,13,11,34
14,14,12,2
15,15,12,1
16,16,13,9
17,17,14,82
18,18,14,23
20,20,17,26
21,21,17,1
22,22,19,36
23,23,19,11
24,24,21,32
25,25,22,1
26,26,23,2
28,28,24,31
29,29,24,35
30,30,24,9
31,31,25,3
32,32,26,11
33,33,29,58
34,34,31,3
35,35,35,21
37,37,38,11
38,38,39,15
39,39,40,0
40,40,40,9
41,41,41,4
42,42,41,9
43,43,41,10
44,44,42,64
45,45,42,1
46,46,43,2
47,47,45,4
48,48,45,2
49,49,45,16
51,51,50,45
52,52,51,3
54,54,53,18
55,55,55,46
56,56,55,1
57,57,56,46
58,58,57,1
59,59,58,2
60,60,58,3
61,61,58,18
62,62,58,9
63,63,59,3
64,64,61,31
65,65,62,2
66,66,63,3
67,67,63,1
68,68,66,39
69,69,66,3
70,70,68,1
71,71,71,2
72,72,71,16
74,74,72,58
75,75,73,1
76,76,73,9
77,77,75,32
78,78,76,9
79,79,77,18
80,80,79,3
81,81,80,31
82,82,81,2
84,84,82,1
85,85,85,3
86,86,88,31
87,87,88,3
89,89,88,1
91,91,89,1
92,92,90,3
93,93,94,2
94,94,94,9
95,95,95,16
96,96,96,18
97,97,99,3
98,98,100,32
99,99,103,1
100,100,103,11
101,101,105,19
102,102,107,3
103,103,109,36
104,104,110,2
105,105,111,43
106,106,111,36
107,107,111,1
108,108,113,1
109,109,114,34
110,110,116,1
111,111,116,9
112,112,118,3
114,114,120,23
115,115,120,3
116,116,121,1
118,118,121,11
119,119,122,5
120,120,122,2
121,121,122,13
122,122,123,1
123,123,124,1
124,124,126,15
125,125,126,32
126,126,129,11
127,127,130,3
128,128,130,18
129,129,130,1
130,130,130,12
131,131,130,11
132,132,131,8
133,133,131,9
134,134,131,11
135,135,132,3
136,136,132,11
137,137,134,1
138,138,136,43
139,139,136,0
140,140,136,24
141,141,136,32
142,142,137,43
143,143,137,2
144,144,137,9
145,145,138,3
146,146,139,82
147,147,141,34
148,148,141,1
149,149,142,2
150,150,142,26
151,151,142,1
152,152,144,3
153,153,145,31
154,154,145,3
155,155,145,11
156,156,149,1
157,157,150,3
158,158,151,3
159,159,151,1
160,160,152,1
162,162,159,11
163,163,160,3
164,164,162,34
165,165,162,64
166,166,167,11
167,167,168,24
168,168,168,39
169,169,169,2
170,170,169,1
171,171,169,9
172,172,171,2
173,173,171,11
175,175,173,16
176,176,173,10
177,177,174,24
178,178,176,1
180,180,178,9
181,181,179,34
182,182,179,36
183,183,179,1
184,184,180,3
185,185,180,1
186,186,182,91
187,187,182,1
188,188,182,11
189,189,184,9
190,190,186,23
192,192,191,3
193,193,192,5
194,194,193,3
195,195,197,1
196,196,199,36
197,197,199,1
198,198,200,9
199,199,201,2
200,200,201,1
201,201,202,3
202,202,203,4
203,203,204,18
204,204,204,1
205,205,205,3
206,206,205,1
208,208,207,43
209,209,207,1
210,210,208,82
211,211,208,1
212,212,209,2
213,213,211,3
214,214,212,1
215,215,213,36
216,216,213,24
217,217,213,53
218,218,213,1
219,219,213,9
220,220,214,43
221,221,215,45
222,222,218,23
223,223,218,1
224,224,219,1
225,225,221,2
227,227,222,64
228,228,222,9
229,229,223,82
231,231,226,16
232,232,226,1
233,233,226,9
234,234,227,9
235,235,229,23
236,236,229,1
237,237,230,2
238,238,231,2
