,Unnamed: 0,time,event
0,0,2,3
1,1,4,61
2,2,8,3
3,3,9,57
5,5,9,15
6,6,9,18
7,7,9,1
8,8,10,34
9,9,10,15
10,10,10,1
11,11,11,15
12,12,11,1
13,13,12,15
14,14,12,1
15,15,13,2
16,16,13,3
17,17,13,9
18,18,14,24
19,19,14,45
20,20,14,1
22,22,15,1
23,23,16,18
24,24,17,1
25,25,18,4
26,26,18,15
27,27,18,18
28,28,19,4
29,29,19,1
30,30,21,24
31,31,22,1
32,32,22,9
33,33,23,61
34,34,23,0
35,35,23,1
36,36,24,2
37,37,25,3
38,38,31,1
39,39,34,24
40,40,35,1
41,41,37,15
42,42,37,3
43,43,37,1
44,44,38,57
45,45,40,1
46,46,41,15
47,47,41,2
48,48,41,24
49,49,43,34
50,50,43,4
51,51,43,57
52,52,43,15
53,53,43,24
54,54,43,1
55,55,43,10
56,56,44,24
57,57,44,9
58,58,47,1
59,59,50,3
60,60,52,3
61,61,52,1
62,62,55,34
63,63,55,57
64,64,55,1
65,65,59,2
66,66,59,24
67,67,60,14
68,68,60,34
69,69,60,15
70,70,60,3
71,71,60,1
72,72,61,61
73,73,61,0
74,74,61,1
75,75,63,2
76,76,64,3
77,77,65,1
78,78,67,2
79,79,67,1
80,80,70,24
81,81,70,16
82,82,71,4
84,84,71,15
85,85,71,1
86,86,72,1
87,87,81,4
88,88,81,1
89,89,86,1
90,90,90,1
91,91,93,3
92,92,95,1
93,93,96,15
94,94,98,46
95,95,101,9
96,96,108,1
97,97,109,24
98,98,110,24
99,99,119,3
100,100,122,61
101,101,122,0
103,103,122,24
104,104,122,1
105,105,129,16
106,106,129,91
108,108,130,46
109,109,130,24
110,110,130,1
112,112,131,24
113,113,131,3
114,114,131,1
115,115,135,4
116,116,135,1
117,117,137,1
118,118,145,14
119,119,146,4
120,120,146,2
121,121,146,1
122,122,146,11
123,123,147,34
124,124,147,15
125,125,147,3
126,126,147,10
127,127,150,24
128,128,150,1
129,129,155,3
130,130,156,46
131,131,156,1
132,132,157,18
133,133,158,4
134,134,158,24
135,135,162,33
136,136,163,3
137,137,163,1
138,138,164,57
139,139,164,1
140,140,166,1
141,141,171,34
142,142,171,58
143,143,171,1
144,144,172,24
145,145,172,1
146,146,174,0
147,147,174,1
148,148,174,50
149,149,176,1
150,150,178,4
151,151,178,0
152,152,178,3
153,153,178,1
154,154,183,15
155,155,183,3
156,156,183,1
157,157,185,16
158,158,185,3
159,159,185,1
160,160,188,1
161,161,191,2
162,162,191,1
163,163,192,24
164,164,192,3
165,165,194,1
167,167,199,4
168,168,199,3
169,169,199,1
170,170,199,9
171,171,200,24
172,172,207,3
173,173,210,1
174,174,213,1
175,175,214,24
176,176,214,3
178,178,217,4
179,179,217,0
180,180,217,36
181,181,217,15
182,182,217,1
183,183,220,34
184,184,220,1
185,185,220,9
186,186,221,24
187,187,223,36
188,188,223,57
189,189,223,1
190,190,224,0
191,191,224,24
192,192,225,1
193,193,225,9
194,194,227,2
195,195,227,24
196,196,227,1
197,197,228,1
198,198,229,24
199,199,232,1
200,200,232,11
202,202,234,24
203,203,235,15
204,204,235,1
205,205,237,3
206,206,239,2
207,207,239,1
208,208,240,1
209,209,247,24
210,210,248,4
211,211,248,1
212,212,248,9
213,213,250,34
214,214,250,15
215,215,250,1
216,216,252,55
217,217,252,1
218,218,253,2
219,219,253,3
220,220,254,4
221,221,254,29
222,222,254,61
223,223,254,1
224,224,255,24
225,225,255,1
226,226,256,61
227,227,256,24
228,228,258,2
229,229,258,1
230,230,259,24
231,231,262,15
232,232,262,1
233,233,262,9
235,235,264,3
236,236,265,15
237,237,265,9
238,238,266,2
239,239,266,3
240,240,267,1
241,241,268,3
242,242,270,1
243,243,273,3
245,245,275,1
246,246,276,57
247,247,276,1
248,248,276,11
250,250,278,2
251,251,278,1
252,252,279,24
253,253,282,1
254,254,283,24
255,255,283,1
256,256,284,61
257,257,284,0
258,258,284,1
259,259,285,2
260,260,285,1
261,261,287,1
262,262,288,4
263,263,288,61
264,264,288,0
265,265,288,1
266,266,290,15
267,267,290,1
268,268,291,24
269,269,292,1
271,271,293,45
272,272,294,4
273,273,294,3
274,274,294,9
275,275,295,1
276,276,296,1
