,Unnamed: 0,time,event
0,0,1,17
1,1,2,9
3,3,3,9
4,4,4,3
5,5,5,1
6,6,5,9
7,7,6,1
8,8,7,9
9,9,8,1
10,10,8,11
11,11,9,9
12,12,9,11
13,13,10,1
15,15,11,11
16,16,12,33
17,17,12,18
18,18,12,9
19,19,13,9
20,20,14,9
21,21,15,1
22,22,15,11
23,23,16,4
24,24,16,64
25,25,16,3
26,26,16,1
27,27,17,36
28,28,17,9
29,29,17,11
30,30,18,4
31,31,18,3
32,32,18,9
33,33,34,3
34,34,39,9
35,35,40,9
36,36,41,9
37,37,42,1
38,38,44,9
39,39,45,64
40,40,45,9
41,41,47,9
42,42,48,9
43,43,50,11
44,44,51,9
45,45,52,64
46,46,52,3
47,47,52,1
48,48,52,11
49,49,53,9
50,50,54,9
51,51,55,1
52,52,55,9
53,53,56,4
54,54,56,9
55,55,57,1
56,56,57,9
57,57,58,9
58,58,59,9
59,59,61,9
60,60,63,9
61,61,64,3
62,62,64,9
63,63,65,1
64,64,66,9
65,65,68,9
66,66,68,11
67,67,69,1
68,68,69,9
69,69,70,1
70,70,71,1
71,71,72,9
72,72,74,9
73,73,74,11
74,74,75,9
75,75,76,1
76,76,79,64
77,77,79,9
78,78,80,9
79,79,81,9
81,81,82,9
82,82,83,9
85,85,86,9
86,86,87,9
87,87,88,9
88,88,88,11
89,89,89,9
90,90,91,4
91,91,91,1
92,92,91,9
93,93,92,1
94,94,93,18
95,95,93,1
97,97,94,3
98,98,94,1
99,99,94,11
100,100,95,15
101,101,95,11
102,102,96,9
103,103,96,11
104,104,98,1
105,105,98,9
106,106,99,9
107,107,100,9
108,108,102,1
109,109,103,5
110,110,103,4
111,111,103,9
112,112,104,9
113,113,106,9
114,114,106,11
115,115,107,64
116,116,107,3
117,117,107,11
118,118,108,64
119,119,108,9
120,120,109,9
121,121,110,9
122,122,110,11
123,123,113,9
124,124,114,4
125,125,115,9
126,126,116,47
127,127,116,1
128,128,116,9
129,129,117,9
130,130,117,11
131,131,118,1
132,132,119,11
133,133,120,9
134,134,121,9
135,135,121,11
136,136,122,9
137,137,122,11
138,138,123,3
139,139,124,9
140,140,125,9
141,141,125,11
142,142,127,1
143,143,127,9
144,144,128,5
145,145,128,20
146,146,128,57
147,147,128,18
148,148,128,9
149,149,129,4
150,150,129,9
151,151,131,9
152,152,132,9
153,153,133,9
154,154,134,11
155,155,135,11
156,156,136,64
157,157,136,9
158,158,137,4
159,159,137,9
160,160,138,1
161,161,138,9
162,162,139,9
163,163,140,11
164,164,142,1
165,165,142,9
166,166,143,9
167,167,144,11
168,168,145,1
169,169,147,9
171,171,148,9
173,173,149,9
174,174,150,39
175,175,150,1
176,176,150,9
177,177,150,11
178,178,151,9
179,179,151,11
180,180,152,11
181,181,153,3
182,182,153,1
183,183,153,9
184,184,155,1
185,185,155,11
186,186,157,4
187,187,157,9
188,188,157,11
189,189,158,9
191,191,159,9
192,192,160,9
193,193,160,11
195,195,161,18
196,196,162,1
197,197,162,9
