,Unnamed: 0,time,event
0,0,2,3
1,1,2,18
2,2,3,3
3,3,4,11
4,4,8,36
5,5,8,1
6,6,9,1
7,7,11,36
8,8,11,15
9,9,13,36
10,10,18,36
11,11,18,1
12,12,18,9
13,13,19,3
14,14,20,4
15,15,20,24
16,16,20,1
17,17,24,36
18,18,25,4
19,19,27,1
20,20,28,9
21,21,29,36
22,22,30,18
23,23,31,3
24,24,31,1
25,25,33,24
26,26,33,3
27,27,36,1
28,28,38,15
29,29,39,4
30,30,39,3
31,31,39,1
32,32,42,24
33,33,42,11
34,34,43,1
35,35,44,1
36,36,45,4
37,37,48,1
38,38,52,3
39,39,53,24
40,40,54,1
41,41,55,24
42,42,58,3
43,43,59,36
44,44,59,11
45,45,60,36
46,46,61,4
47,47,61,9
48,48,63,24
49,49,63,3
50,50,66,9
51,51,67,61
53,53,71,3
54,54,72,47
55,55,74,1
56,56,75,3
57,57,76,4
58,58,80,1
59,59,81,1
60,60,82,3
61,61,88,3
62,62,89,36
63,63,90,11
64,64,91,36
65,65,91,3
66,66,91,35
67,67,91,1
68,68,92,1
69,69,93,15
70,70,93,3
71,71,96,36
72,72,96,3
73,73,97,1
74,74,98,80
75,75,98,36
76,76,98,24
77,77,98,9
78,78,99,15
79,79,100,15
80,80,100,1
81,81,102,36
82,82,103,1
83,83,104,3
84,84,104,1
85,85,105,34
86,86,105,18
87,87,105,1
88,88,108,15
89,89,108,2
90,90,108,1
91,91,109,3
92,92,110,15
93,93,111,1
94,94,114,22
95,95,114,3
96,96,116,1
97,97,116,9
98,98,117,1
99,99,119,15
100,100,119,1
101,101,120,3
102,102,120,11
103,103,121,61
104,104,121,3
105,105,121,1
106,106,122,57
107,107,122,15
108,108,123,4
109,109,123,15
110,110,123,3
111,111,123,1
112,112,125,1
113,113,126,1
114,114,127,24
115,115,128,3
116,116,128,11
117,117,129,36
118,118,129,1
119,119,130,1
121,121,132,3
122,122,132,1
123,123,132,9
124,124,133,36
125,125,133,1
127,127,137,36
128,128,137,15
129,129,137,3
130,130,137,1
131,131,139,15
132,132,139,9
133,133,140,4
134,134,141,15
135,135,142,36
136,136,142,3
137,137,143,15
138,138,144,36
140,140,146,3
141,141,148,24
142,142,148,11
143,143,149,3
145,145,150,15
146,146,150,1
147,147,151,3
148,148,153,3
149,149,154,15
150,150,154,24
151,151,154,1
152,152,154,11
153,153,155,15
154,154,156,1
155,155,156,9
156,156,157,1
157,157,157,11
158,158,158,15
160,160,159,9
161,161,160,15
162,162,160,3
163,163,160,1
164,164,161,1
165,165,162,11
166,166,164,1
167,167,164,11
168,168,166,1
169,169,166,11
170,170,167,15
171,171,167,1
172,172,168,36
173,173,168,1
174,174,168,11
175,175,169,36
176,176,169,1
177,177,171,1
178,178,172,15
179,179,172,1
180,180,178,11
181,181,179,95
183,183,179,3
184,184,179,18
185,185,180,3
186,186,180,11
187,187,181,3
188,188,182,23
189,189,182,24
190,190,182,3
191,191,184,4
192,192,184,61
193,193,184,3
194,194,189,24
195,195,189,11
196,196,190,15
197,197,190,1
198,198,191,24
199,199,191,39
200,200,191,3
201,201,191,11
202,202,192,4
203,203,193,4
204,204,193,15
205,205,193,1
206,206,194,15
207,207,194,9
208,208,195,72
209,209,196,34
210,210,196,57
211,211,196,1
212,212,197,34
213,213,198,34
214,214,198,1
215,215,199,1
216,216,200,1
217,217,201,15
218,218,201,3
219,219,201,1
220,220,202,15
221,221,203,39
222,222,203,3
223,223,205,36
224,224,205,15
225,225,206,34
226,226,206,1
227,227,207,1
228,228,210,1
229,229,211,1
230,230,212,34
231,231,212,1
232,232,213,15
233,233,213,3
234,234,213,1
235,235,216,34
236,236,216,91
237,237,216,1
238,238,218,4
239,239,218,1
240,240,220,1
241,241,220,9
242,242,221,1
243,243,221,9
244,244,222,31
245,245,222,1
246,246,224,4
247,247,224,36
248,248,224,15
249,249,224,1
250,250,226,36
251,251,227,34
252,252,227,36
253,253,227,1
254,254,228,4
255,255,228,9
256,256,232,1
257,257,233,1
258,258,234,23
259,259,234,24
260,260,234,39
261,261,234,35
262,262,234,11
263,263,237,34
264,264,237,1
265,265,238,15
266,266,238,1
267,267,239,34
268,268,239,4
269,269,240,36
270,270,240,1
271,271,241,48
272,272,241,1
273,273,241,11
274,274,243,1
275,275,244,3
276,276,245,36
277,277,245,24
278,278,245,1
279,279,245,9
280,280,247,15
281,281,247,91
282,282,247,1
283,283,247,9
284,284,248,36
285,285,248,9
286,286,248,11
288,288,251,34
289,289,252,36
290,290,253,15
291,291,253,1
292,292,253,11
293,293,255,34
295,295,255,1
296,296,256,1
297,297,257,34
298,298,257,1
299,299,258,1
300,300,259,3
301,301,259,1
302,302,260,34
303,303,260,57
304,304,260,18
305,305,260,1
306,306,261,1
307,307,261,9
308,308,262,11
309,309,263,15
310,310,263,1
311,311,264,18
312,312,265,9
313,313,266,1
314,314,268,4
315,315,268,1
316,316,271,34
317,317,271,4
318,318,271,3
319,319,271,1
320,320,274,3
321,321,274,9
322,322,275,1
323,323,275,11
324,324,276,23
325,325,276,39
326,326,276,11
327,327,277,4
328,328,277,15
329,329,278,24
330,330,278,39
331,331,278,91
332,332,278,9
333,333,278,11
334,334,279,9
335,335,280,1
336,336,280,9
337,337,281,9
338,338,282,4
339,339,282,9
340,340,283,11
341,341,284,9
342,342,284,11
343,343,285,36
344,344,285,24
345,345,286,9
346,346,287,34
347,347,288,1
