,Unnamed: 0,time,event
0,0,1,15
1,1,1,1
2,2,3,46
3,3,3,3
4,4,3,1
5,5,3,11
6,6,4,1
7,7,6,15
8,8,6,2
9,9,7,46
10,10,7,23
11,11,7,1
12,12,8,3
13,13,13,28
14,14,14,1
15,15,15,5
17,17,17,24
18,18,17,3
20,20,19,15
21,21,23,15
22,22,23,9
23,23,24,22
24,24,26,1
25,25,27,24
26,26,28,54
27,27,29,28
28,28,31,3
29,29,32,1
30,30,33,5
32,32,34,22
33,33,34,2
34,34,34,11
35,35,35,26
36,36,35,9
37,37,36,15
38,38,41,24
39,39,41,3
40,40,41,1
41,41,41,8
42,42,41,11
43,43,42,28
45,45,43,3
46,46,45,15
47,47,45,1
48,48,45,9
49,49,46,3
50,50,47,5
51,51,47,15
53,53,54,13
55,55,55,11
56,56,57,15
57,57,59,15
58,58,60,3
59,59,63,2
60,60,63,1
61,61,65,15
62,62,66,3
64,64,70,18
65,65,71,21
66,66,73,15
67,67,74,3
68,68,75,15
70,70,76,28
71,71,76,24
72,72,76,1
73,73,76,72
74,74,77,46
75,75,77,11
76,76,78,15
77,77,78,54
78,78,80,15
79,79,83,4
80,80,83,22
81,81,83,91
82,82,84,46
83,83,84,15
84,84,84,11
85,85,86,28
86,86,87,46
87,87,88,15
88,88,88,3
89,89,91,1
90,90,92,15
91,91,93,63
92,92,93,25
93,93,95,4
95,95,95,1
96,96,96,1
97,97,97,36
98,98,97,24
99,99,97,11
100,100,98,24
101,101,98,3
102,102,99,28
104,104,100,15
105,105,101,15
106,106,102,25
107,107,103,15
108,108,103,3
109,109,104,46
110,110,105,1
111,111,105,11
112,112,108,15
113,113,109,55
114,114,110,15
115,115,110,55
116,116,110,1
117,117,112,55
118,118,114,28
119,119,116,5
120,120,117,28
121,121,117,3
122,122,118,46
123,123,118,3
124,124,120,15
125,125,121,58
126,126,121,10
127,127,122,15
128,128,123,28
129,129,127,46
130,130,127,1
131,131,127,50
132,132,131,3
133,133,131,11
134,134,133,15
135,135,136,33
136,136,137,15
138,138,139,24
139,139,139,11
140,140,144,58
141,141,144,78
142,142,144,18
143,143,145,15
144,144,146,46
145,145,146,15
146,146,146,3
147,147,149,29
148,148,149,33
150,150,150,15
151,151,150,1
152,152,151,15
153,153,152,15
154,154,152,11
