,Unnamed: 0,time,event
0,0,1,43
1,1,1,1
2,2,1,9
3,3,1,11
4,4,5,1
5,5,8,3
6,6,12,4
7,7,14,24
8,8,14,1
9,9,15,4
10,10,15,1
11,11,17,64
12,12,17,3
13,13,19,1
14,14,20,4
15,15,21,1
16,16,22,4
17,17,23,1
18,18,24,1
19,19,25,24
20,20,25,18
21,21,25,1
22,22,26,1
23,23,27,1
24,24,28,1
25,25,30,26
26,26,30,1
27,27,31,1
28,28,32,4
29,29,34,1
30,30,35,3
31,31,35,1
32,32,36,4
33,33,36,1
34,34,38,4
35,35,39,3
36,36,40,4
37,37,41,46
38,38,41,25
39,39,41,1
40,40,43,4
41,41,43,36
42,42,43,1
43,43,44,4
44,44,44,23
45,45,45,4
46,46,45,0
47,47,45,36
48,48,45,24
49,49,45,64
50,50,45,3
51,51,45,1
52,52,45,9
53,53,47,1
54,54,48,1
55,55,49,1
56,56,50,1
57,57,52,4
58,58,53,25
59,59,53,24
60,60,54,28
61,61,54,22
62,62,54,24
63,63,54,39
64,64,54,11
65,65,55,1
66,66,56,25
67,67,57,20
68,68,58,1
69,69,59,5
70,70,60,1
71,71,61,20
72,72,61,57
73,73,61,1
74,74,63,25
75,75,65,36
76,76,65,22
77,77,66,15
78,78,66,1
79,79,68,1
80,80,69,20
81,81,69,1
82,82,69,9
83,83,71,1
84,84,73,64
85,85,73,3
86,86,75,64
87,87,75,1
88,88,75,9
89,89,76,25
90,90,77,4
91,91,77,1
92,92,79,1
93,93,81,3
94,94,82,3
95,95,82,1
96,96,83,1
97,97,86,22
98,98,86,1
99,99,87,1
100,100,88,1
101,101,89,1
102,102,90,25
103,103,92,1
104,104,93,80
105,105,96,80
106,106,96,1
107,107,97,4
108,108,97,15
109,109,97,1
110,110,98,25
111,111,98,1
112,112,99,1
113,113,99,11
114,114,100,9
115,115,101,1
116,116,102,4
117,117,102,18
118,118,102,1
119,119,103,64
120,120,103,3
121,121,103,9
122,122,104,28
123,123,104,36
124,124,104,39
125,125,104,1
126,126,104,11
127,127,105,3
128,128,105,1
129,129,106,4
130,130,106,64
131,131,106,1
132,132,107,4
133,133,107,3
134,134,110,1
135,135,112,25
136,136,112,1
137,137,114,3
138,138,114,1
139,139,115,1
140,140,116,20
141,141,116,1
143,143,119,1
144,144,120,19
145,145,120,11
146,146,122,1
147,147,124,4
148,148,124,36
149,149,125,34
150,150,125,15
151,151,125,3
152,152,125,12
153,153,125,9
154,154,125,11
155,155,126,24
156,156,126,18
157,157,126,1
158,158,126,19
159,159,127,13
160,160,127,1
161,161,127,19
162,162,127,11
163,163,128,11
164,164,131,64
165,165,131,3
166,166,131,18
167,167,131,1
168,168,132,1
169,169,134,1
170,170,135,4
171,171,135,11
172,172,136,64
173,173,136,54
174,174,137,9
175,175,140,4
176,176,140,1
177,177,141,1
178,178,142,25
179,179,142,11
180,180,142,10
181,181,143,22
182,182,143,1
183,183,143,9
184,184,144,36
185,185,144,3
186,186,145,3
187,187,145,9
188,188,146,25
189,189,148,4
190,190,148,18
191,191,148,1
192,192,148,11
193,193,149,15
194,194,149,1
195,195,150,3
196,196,150,1
197,197,151,4
198,198,152,25
199,199,153,26
200,200,153,1
201,201,161,25
202,202,162,24
203,203,162,39
204,204,162,1
205,205,163,15
206,206,163,64
207,207,164,1
208,208,165,64
209,209,165,3
210,210,165,9
211,211,166,20
212,212,166,3
213,213,166,1
214,214,166,9
215,215,168,1
216,216,169,20
217,217,169,15
