,Unnamed: 0,time,event
1,1,1,72
2,2,2,67
3,3,4,18
4,4,4,1
5,5,6,24
6,6,7,39
7,7,10,4
8,8,12,32
9,9,14,1
10,10,16,15
11,11,18,4
12,12,18,15
13,13,18,9
14,14,18,11
15,15,19,11
16,16,20,15
17,17,21,15
18,18,21,11
19,19,22,4
20,20,22,15
21,21,22,11
22,22,23,4
23,23,23,15
24,24,23,11
25,25,24,4
26,26,24,15
27,27,24,11
28,28,25,15
29,29,25,11
30,30,26,4
31,31,26,15
32,32,26,11
33,33,27,15
34,34,27,11
35,35,28,4
36,36,28,15
37,37,28,11
38,38,29,4
39,39,29,15
40,40,29,11
41,41,30,4
42,42,30,15
43,43,30,11
44,44,31,4
45,45,31,15
46,46,31,11
47,47,33,4
48,48,34,32
49,49,35,5
50,50,35,36
51,51,35,1
52,52,41,36
53,53,41,3
54,54,41,1
55,55,42,18
56,56,44,39
57,57,44,18
58,58,44,19
59,59,46,13
60,60,47,24
61,61,47,39
63,63,47,9
65,65,48,24
66,66,48,13
67,67,51,4
68,68,53,4
69,69,56,4
70,70,56,1
71,71,57,32
72,72,59,18
73,73,63,1
74,74,66,36
75,75,66,32
76,76,66,18
77,77,66,1
78,78,68,5
79,79,69,1
80,80,70,36
81,81,70,24
82,82,70,1
83,83,72,22
84,84,72,11
85,85,73,3
86,86,75,32
87,87,75,26
88,88,76,4
89,89,76,21
90,90,76,1
91,91,78,1
92,92,79,2
93,93,80,21
94,94,82,4
95,95,82,1
96,96,83,36
97,97,83,1
98,98,87,1
99,99,91,3
100,100,92,20
101,101,92,1
102,102,94,13
103,103,96,4
104,104,96,23
105,105,96,24
106,106,96,13
107,107,98,20
108,108,98,17
109,109,100,11
110,110,101,21
111,111,101,26
112,112,102,4
113,113,102,32
115,115,104,18
117,117,106,1
118,118,106,9
119,119,109,36
121,121,112,4
122,122,115,4
123,123,121,4
124,124,123,4
125,125,123,21
126,126,126,46
127,127,127,1
128,128,128,15
129,129,129,32
130,130,133,2
131,131,134,18
132,132,136,2
133,133,137,2
134,134,137,13
135,135,138,4
136,136,139,4
137,137,139,18
138,138,140,46
139,139,140,1
140,140,141,21
141,141,142,4
142,142,142,2
143,143,142,1
144,144,143,21
145,145,144,4
146,146,148,21
147,147,149,15
148,148,150,21
149,149,150,22
150,150,151,21
151,151,152,21
152,152,153,4
153,153,153,1
154,154,154,4
155,155,154,2
156,156,154,32
157,157,155,4
158,158,155,1
159,159,156,15
160,160,157,21
161,161,158,78
162,162,159,21
164,164,159,11
165,165,160,5
166,166,162,20
167,167,162,46
168,168,162,18
169,169,163,15
170,170,163,2
171,171,163,1
172,172,164,43
173,173,164,24
174,174,164,18
175,175,164,9
176,176,164,11
177,177,167,46
178,178,168,36
179,179,168,1
180,180,169,1
181,181,170,24
182,182,170,13
183,183,172,21
184,184,177,4
185,185,177,1
186,186,180,20
188,188,181,1
189,189,181,11
190,190,182,31
191,191,184,2
192,192,184,23
193,193,184,1
194,194,186,24
196,196,187,20
197,197,190,21
198,198,191,3
199,199,192,21
200,200,194,21
201,201,194,32
202,202,211,2
203,203,211,1
204,204,213,11
205,205,217,3
206,206,217,1
207,207,227,5
208,208,227,4
209,209,227,21
210,210,227,1
211,211,227,11
212,212,232,1
213,213,233,13
214,214,233,18
215,215,236,11
216,216,238,2
217,217,239,1
218,218,241,1
219,219,243,15
220,220,244,46
221,221,246,5
222,222,246,46
223,223,248,5
224,224,249,2
225,225,250,21
226,226,250,32
227,227,251,3
228,228,251,18
229,229,251,72
230,230,252,78
231,231,253,2
232,232,253,78
233,233,254,39
234,234,254,32
235,235,255,21
236,236,256,19
237,237,259,16
238,238,260,1
239,239,261,1
240,240,264,5
241,241,264,29
242,242,265,46
243,243,266,4
244,244,266,46
245,245,267,5
246,246,268,46
247,247,269,4
248,248,269,1
249,249,271,22
250,250,272,4
251,251,272,36
252,252,272,1
254,254,274,4
255,255,274,21
256,256,274,32
257,257,275,18
259,259,278,18
260,260,278,19
261,261,278,9
262,262,278,11
263,263,280,1
264,264,280,11
266,266,284,24
267,267,284,13
268,268,286,1
269,269,287,31
270,270,288,21
271,271,288,25
272,272,289,2
273,273,290,21
274,274,292,24
275,275,296,15
276,276,296,11
277,277,297,25
278,278,298,1
279,279,300,3
280,280,301,4
281,281,301,32
282,282,301,1
283,283,302,21
284,284,306,32
285,285,307,15
286,286,307,1
287,287,308,36
288,288,308,22
289,289,310,24
290,290,313,5
291,291,313,2
292,292,313,1
293,293,314,1
294,294,315,21
295,295,316,11
297,297,317,1
298,298,317,11
299,299,319,13
300,300,319,18
301,301,320,1
302,302,320,19
303,303,320,11
304,304,321,19
305,305,323,1
306,306,323,11
307,307,325,21
308,308,327,31
309,309,328,18
310,310,329,18
311,311,331,2
312,312,332,25
313,313,333,32
314,314,334,21
315,315,335,1
316,316,336,11
317,317,337,21
318,318,337,25
319,319,337,26
320,320,337,1
321,321,337,11
322,322,339,11
323,323,341,21
324,324,341,18
325,325,342,1
326,326,343,20
327,327,343,11
328,328,344,21
329,329,344,28
330,330,345,21
331,331,345,2
332,332,346,2
333,333,346,78
334,334,346,3
336,336,350,32
337,337,351,21
338,338,351,28
339,339,351,25
340,340,352,3
341,341,352,72
342,342,354,2
343,343,354,13
344,344,354,18
345,345,355,25
346,346,355,18
348,348,355,9
349,349,356,1
350,350,361,43
351,351,365,31
352,352,366,1
353,353,368,15
354,354,368,1
355,355,369,18
357,357,371,31
358,358,371,11
359,359,372,1
360,360,375,4
361,361,375,21
362,362,377,1
363,363,380,2
365,365,382,32
366,366,382,13
367,367,383,4
368,368,383,39
369,369,385,4
370,370,385,1
371,371,387,2
372,372,387,24
373,373,387,18
374,374,389,43
375,375,389,11
376,376,390,5
377,377,390,20
378,378,392,4
379,379,392,1
380,380,392,11
381,381,394,2
382,382,398,11
383,383,399,72
384,384,401,15
385,385,401,1
386,386,404,5
387,387,404,21
388,388,405,1
389,389,410,4
390,390,410,15
391,391,410,1
392,392,411,4
393,393,411,21
394,394,411,15
395,395,411,32
396,396,413,18
398,398,416,24
399,399,416,9
400,400,418,32
401,401,419,11
402,402,420,1
403,403,421,32
405,405,426,3
406,406,427,15
407,407,427,1
408,408,428,13
409,409,429,29
410,410,430,20
411,411,430,36
412,412,431,11
413,413,434,57
414,414,434,11
415,415,436,4
416,416,437,5
418,418,438,25
419,419,439,22
420,420,439,15
422,422,440,24
423,423,440,18
424,424,441,25
425,425,442,32
426,426,445,5
428,428,450,58
429,429,450,78
430,430,452,58
431,431,452,78
432,432,453,2
433,433,454,67
434,434,454,1
435,435,458,11
436,436,460,4
437,437,460,15
438,438,460,1
439,439,461,43
440,440,461,23
441,441,461,24
442,442,463,15
443,443,463,1
444,444,465,9
445,445,466,5
446,446,466,32
447,447,467,2
448,448,467,32
449,449,467,54
450,450,468,31
451,451,468,15
452,452,468,23
453,453,468,24
454,454,468,18
455,455,469,36
456,456,469,15
457,457,470,1
458,458,471,18
459,459,474,13
460,460,475,36
461,461,475,15
462,462,475,1
463,463,476,18
464,464,476,11
465,465,478,9
466,466,479,4
467,467,479,25
468,468,479,15
469,469,479,1
471,471,480,18
473,473,481,32
474,474,481,1
475,475,484,46
476,476,486,21
477,477,487,4
478,478,487,1
479,479,488,54
480,480,489,46
481,481,490,4
482,482,490,46
483,483,491,46
484,484,493,3
485,485,495,32
487,487,496,24
488,488,496,8
489,489,496,54
490,490,496,11
491,491,497,1
492,492,497,11
493,493,501,2
494,494,502,4
495,495,502,15
496,496,502,1
497,497,503,1
498,498,505,3
499,499,506,5
500,500,506,18
501,501,509,15
502,502,509,24
503,503,509,1
504,504,510,1
505,505,511,24
506,506,513,21
507,507,513,25
508,508,513,1
509,509,514,11
510,510,515,4
511,511,515,9
512,512,517,46
513,513,519,2
514,514,519,54
515,515,520,4
516,516,520,15
517,517,520,1
518,518,522,46
519,519,524,4
520,520,524,32
521,521,528,24
522,522,529,43
523,523,529,24
524,524,529,39
526,526,529,1
527,527,529,19
528,528,531,43
529,529,531,23
530,530,531,24
531,531,531,11
532,532,532,46
533,533,533,21
535,535,533,11
536,536,536,2
537,537,537,46
538,538,538,11
539,539,542,43
540,540,542,8
541,541,542,9
542,542,542,11
543,543,543,11
544,544,545,46
545,545,545,23
548,548,547,4
549,549,547,46
550,550,548,18
551,551,550,25
552,552,550,2
553,553,552,24
554,554,552,1
555,555,552,11
556,556,553,9
557,557,554,11
558,558,557,4
559,559,557,32
560,560,558,36
561,561,558,32
562,562,558,1
563,563,559,63
564,564,577,25
567,567,578,15
568,568,579,46
569,569,580,46
570,570,581,11
571,571,582,2
572,572,582,18
573,573,583,18
574,574,585,18
575,575,586,11
576,576,587,1
577,577,589,20
578,578,590,13
579,579,590,18
580,580,591,18
582,582,591,19
583,583,594,46
584,584,595,3
585,585,596,5
586,586,598,25
587,587,598,11
588,588,599,2
589,589,599,1
590,590,603,5
591,591,605,4
592,592,605,15
593,593,605,11
594,594,607,32
595,595,608,9
596,596,609,36
597,597,609,15
598,598,609,1
599,599,609,9
600,600,613,23
601,601,613,24
602,602,614,13
603,603,617,4
604,604,618,4
605,605,618,10
606,606,619,4
607,607,619,1
608,608,620,4
609,609,620,61
610,610,620,15
611,611,620,1
612,612,621,5
613,613,621,1
614,614,623,2
615,615,624,24
616,616,625,4
618,618,626,43
619,619,626,36
620,620,626,24
621,621,626,3
622,622,627,4
624,624,627,15
625,625,628,21
627,627,628,11
628,628,629,46
629,629,629,15
630,630,629,9
631,631,630,4
632,632,631,21
633,633,631,11
634,634,632,32
635,635,633,4
636,636,633,13
637,637,633,18
638,638,635,13
641,641,636,13
642,642,638,2
643,643,639,4
644,644,639,13
645,645,639,18
646,646,642,80
647,647,643,13
648,648,643,18
649,649,643,8
650,650,643,19
651,651,643,9
653,653,644,11
654,654,648,4
655,655,654,25
656,656,655,4
657,657,657,31
658,658,657,46
659,659,657,1
660,660,657,9
661,661,658,4
662,662,659,2
663,663,659,13
664,664,660,2
665,665,662,32
666,666,662,1
667,667,663,4
668,668,663,21
669,669,663,11
670,670,664,21
671,671,664,46
672,672,664,11
674,674,665,24
675,675,665,1
676,676,666,21
677,677,666,24
678,678,668,4
679,679,668,21
681,681,668,11
682,682,671,1
683,683,672,46
684,684,673,1
685,685,674,4
686,686,674,21
687,687,677,5
688,688,677,20
689,689,678,4
690,690,678,21
691,691,678,1
692,692,678,72
693,693,678,11
694,694,680,21
695,695,680,25
696,696,680,13
697,697,680,11
698,698,681,13
699,699,681,11
700,700,682,18
701,701,685,9
702,702,687,4
703,703,687,15
704,704,687,11
705,705,691,4
706,706,691,1
707,707,692,48
708,708,692,31
709,709,692,9
710,710,692,11
711,711,693,15
712,712,693,32
713,713,694,4
714,714,694,1
716,716,697,18
