,Unnamed: 0,time,event
0,0,4,15
1,1,8,4
2,2,8,36
3,3,8,25
4,4,8,1
5,5,8,9
6,6,10,1
7,7,11,15
9,9,16,4
10,10,16,82
11,11,16,1
12,12,18,15
13,13,18,1
14,14,19,34
15,15,19,1
16,16,19,9
17,17,20,15
18,18,25,15
19,19,27,82
20,20,27,50
21,21,28,15
22,22,30,1
23,23,31,3
24,24,33,33
25,25,35,15
26,26,37,15
27,27,37,50
28,28,38,3
29,29,40,11
30,30,42,15
31,31,43,25
32,32,44,1
33,33,45,1
34,34,46,1
35,35,47,36
36,36,53,15
37,37,54,15
38,38,55,1
39,39,57,15
40,40,57,1
41,41,59,18
42,42,67,3
43,43,69,26
45,45,72,36
46,46,72,16
47,47,75,15
48,48,79,15
49,49,85,1
50,50,85,11
51,51,86,15
52,52,87,11
53,53,88,16
54,54,89,15
55,55,90,4
56,56,90,26
57,57,92,15
58,58,93,15
59,59,96,15
60,60,97,4
61,61,97,26
62,62,98,26
63,63,98,12
64,64,99,3
65,65,99,26
66,66,100,26
67,67,101,15
68,68,101,9
69,69,101,10
70,70,103,26
72,72,104,15
73,73,104,26
74,74,105,4
75,75,105,26
76,76,105,12
77,77,106,15
78,78,106,35
79,79,106,26
80,80,107,18
81,81,108,1
82,82,108,11
83,83,109,15
84,84,113,1
85,85,113,11
86,86,114,4
87,87,115,1
88,88,116,1
89,89,121,82
90,90,122,3
91,91,124,36
92,92,124,39
93,93,128,4
94,94,128,12
95,95,129,3
96,96,145,25
97,97,145,1
98,98,145,11
99,99,146,3
100,100,147,4
102,102,147,1
103,103,149,36
104,104,149,11
105,105,151,1
106,106,152,11
107,107,153,15
108,108,156,1
109,109,156,11
110,110,158,11
111,111,164,18
112,112,165,15
113,113,169,43
114,114,171,15
115,115,173,1
116,116,176,25
117,117,176,1
118,118,176,11
119,119,177,1
120,120,177,11
121,121,180,9
122,122,184,11
123,123,186,46
124,124,186,11
125,125,192,3
126,126,206,1
127,127,211,11
128,128,213,9
129,129,213,11
