,epoch,times,negative ll,purity,cluster_partition
0,0,-198753.86279999977,240976.375,0.4355,0.0
1,1,-109592.57743999944,190371.71875,0.521,0.0
2,2,-140096.50656000013,191478.125,0.575,0.0
3,3,-170356.80882000015,193352.640625,0.649,0.0
4,4,-200376.46838000044,195797.671875,0.7865000000000001,0.0
5,5,-230440.8533199993,195799.625,0.8720000000000001,0.0
6,6,-260755.77373999986,195515.859375,0.937,0.0
7,7,-255632.3947999999,195267.46875,0.9584999999999999,0.0
8,8,-251403.75948,195029.25,0.9640000000000001,0.0
9,9,-249986.88757999917,194817.28125,0.964,0.0
