,epoch,times,negative ll,purity,cluster_partition
0,0,-110471.08511999977,136479.015625,0.4075000000000001,0.0
1,1,-51903.35250000004,148635.578125,0.7150000000000001,0.0
2,2,-66955.5237000002,155321.046875,0.7333333333333334,0.0
3,3,-81814.57364000002,153284.015625,0.8458333333333334,0.0
4,4,-96782.28993999976,150971.109375,0.9016666666666666,0.0
5,5,-111810.38369999995,145661.15625,0.9383333333333335,0.0
6,6,-126841.95298000006,142433.90625,0.9425000000000002,0.0
7,7,-126847.20756000024,141146.640625,0.9425000000000001,0.0
8,8,-126808.55227999971,141083.578125,0.9416666666666667,0.0
9,9,-126897.07745999971,141200.03125,0.9416666666666667,0.0
