,event_id,event_pred
0,0,"[0.69194132751759, 0.27073321244036375, 0.03386928370379654, 7.497704955367115e-07, 0.0034554265677542283]"
1,1,"[0.31793002903133377, 0.6797504369445335, 0.0007543387507591797, 1.0610988995028315e-08, 0.0015651846623846244]"
2,0,"[0.6719091850493092, 0.32207388701400647, 0.0012692323506097085, 1.833409572993505e-08, 0.004747677251978802]"
3,2,"[0.03024949785947309, 0.11794156360922833, 0.26057572013859553, 8.98772063195742e-06, 0.5912242306720712]"
4,1,"[0.046960273180994105, 0.8203632674512525, 0.059657298440620836, 4.8159984468875895e-06, 0.0730143449286855]"
5,0,"[0.9429243730481772, 0.05595561043325403, 0.0009821035168428999, 2.8896159062553698e-08, 0.0001378841055667763]"
6,0,"[0.6240724704670426, 0.37548253747290933, 0.00016022086865808663, 6.702156327407626e-10, 0.00028477052117444035]"
7,0,"[0.5653929594825479, 0.4174862833317371, 0.013172982043410502, 4.363912762558817e-09, 0.00394777077839173]"
8,1,"[0.5492691953380159, 0.450311629240225, 0.00024115141332405697, 2.4873499112923273e-09, 0.00017802152108508233]"
9,2,"[0.13598292392370123, 0.13178357675685012, 0.6293367092210198, 9.21899158028201e-06, 0.10288757110684858]"
10,1,"[0.4348957749061689, 0.5610030646632425, 0.0008978757498937153, 1.0057021141875676e-09, 0.0032032836749928528]"
11,0,"[0.4800595363301608, 0.5199349197435983, 2.750582887277852e-06, 9.886353871008423e-12, 2.79333346731528e-06]"
12,0,"[0.8571491973246544, 0.0909114613419112, 0.04627205508873969, 4.619099834671675e-06, 0.00566266714485987]"
13,2,"[0.34137652134501206, 0.37534697715420284, 0.06178201667570176, 6.909128737229346e-08, 0.22149441573379586]"
14,0,"[0.7428125784703832, 0.1363441906715643, 0.09508455113115247, 7.685529221302057e-07, 0.02575791117397794]"
15,1,"[0.7911623946322567, 0.20012397548096167, 0.0031940237641156707, 8.4034312910361e-09, 0.005519597719234722]"
16,0,"[0.42121036005931667, 0.40556226662044914, 0.1242094348386269, 0.0002028513588099843, 0.04881508712279724]"
17,0,"[0.8269554658265473, 0.17177079646864046, 0.001142327385866061, 7.574801445817984e-07, 0.00013065283880151916]"
18,0,"[0.5898971639173646, 0.40986937179088007, 0.00015563606924542763, 1.0161463466622862e-09, 7.782720636367678e-05]"
19,0,"[0.8273638651126889, 0.16879878332387455, 0.0023915300367807024, 3.815350163099869e-07, 0.0014454399916396883]"
20,2,"[0.0017461328390639987, 0.005290048623125272, 0.3376541840344059, 1.5955345614164955e-06, 0.6553080389688434]"
21,0,"[0.5392810149161327, 0.3598882547461867, 0.023690259571913286, 2.2872485655071313e-08, 0.07714044789328173]"
22,1,"[0.2321784939336691, 0.7208827321249247, 0.019170813063681097, 2.2467922675012333e-06, 0.0277657140854575]"
23,0,"[0.858236180442317, 0.13407683209086396, 0.007188910591218458, 3.2832701792341166e-07, 0.0004977485485825707]"
24,0,"[0.6147092555977233, 0.37951591886145153, 0.004023977930720374, 5.0164471321931726e-08, 0.001750797445633454]"
25,0,"[0.6614420944072081, 0.3372404137661962, 0.0008092500234791076, 1.3101807824826507e-10, 0.0005082416720984704]"
26,0,"[0.5329509310601231, 0.46613048484834674, 0.0005548531266384401, 2.190594882422421e-08, 0.0003637090589428379]"
27,1,"[0.6641464384420211, 0.3355661488505618, 0.00016649776425114922, 2.7321911034960948e-09, 0.00012091221097472175]"
28,0,"[0.33474175478907775, 0.6623289362946659, 0.0019896245521283237, 5.918350456609238e-09, 0.0009396784457775123]"
29,1,"[0.3676677063106661, 0.6312568044534366, 0.0008549930602044115, 9.851608066737877e-10, 0.00022049519053195425]"
