,epoch,times,negative ll,purity,cluster_partition
0,0,-73317.23988000012,88355.25,0.83875,0.0
1,1,-34059.13100000005,88718.640625,0.9749999999999999,0.0
2,2,-43844.45319999999,92473.9921875,0.9950000000000001,0.0
3,3,-53731.14071999997,90940.8984375,0.99625,0.0
4,4,-63506.94896000001,83598.515625,0.98875,0.0
5,5,-73221.8220000001,80927.046875,0.97625,0.0
6,6,-83034.49380000005,80935.953125,0.9762500000000001,0.0
7,7,-83065.4217999999,83351.1796875,0.9912499999999999,0.0
8,8,-83041.20442000014,83339.25,1.0,0.0
9,9,-83022.51875999995,81275.359375,1.0,0.0
