,cluster_id,time,seqlength,coh_cluster
0,2,54.89882,57,3
1,3,54.89882,150,6
2,4,54.89882,48,3
3,5,54.89882,35,3
4,5,54.89882,74,0
5,5,54.89882,147,1
6,1,54.89882,444,3
7,5,54.89882,159,5
8,3,54.89882,124,5
9,4,54.89882,99,5
10,3,54.89882,77,5
11,3,54.89882,100,6
12,4,54.89882,274,3
13,1,54.89882,473,3
14,3,54.89882,37,5
15,5,54.89882,106,3
16,0,54.89882,74,3
17,1,54.89882,157,3
18,3,54.89882,74,3
19,3,54.89882,72,4
20,4,54.89882,94,4
21,0,54.89882,131,3
22,1,54.89882,190,3
23,1,54.89882,108,3
24,1,54.89882,77,3
25,1,54.89882,52,3
26,3,54.89882,228,5
27,4,54.89882,41,5
28,5,54.89882,362,1
29,3,54.89882,147,3
30,4,54.89882,35,3
31,4,54.89882,431,4
32,5,54.89882,23,1
33,3,54.89882,1070,5
34,3,54.89882,19,5
35,1,54.89882,29,5
36,1,54.89882,161,5
37,3,54.89882,41,5
38,1,54.89882,426,3
39,3,54.89882,10,5
40,4,54.89882,249,6
41,5,54.89882,55,0
42,5,54.89882,10,1
43,0,54.89882,64,3
44,3,54.89882,84,5
45,3,54.89882,158,5
46,3,54.89882,18,5
47,3,54.89882,42,5
48,1,54.89882,9184,5
49,5,54.89882,107,3
50,0,54.89882,24,3
51,1,54.89882,57,3
52,0,54.89882,144,6
53,4,54.89882,458,3
54,0,54.89882,219,5
55,1,54.89882,869,3
56,0,54.89882,311,5
57,5,54.89882,100,5
58,3,54.89882,23,5
59,3,54.89882,48,6
60,3,54.89882,50,6
61,3,54.89882,171,5
62,5,54.89882,39,5
63,0,54.89882,44,5
64,3,54.89882,25,5
65,3,54.89882,144,3
66,0,54.89882,56,3
67,3,54.89882,36,6
68,2,54.89882,24,3
69,0,54.89882,155,5
70,1,54.89882,116,3
71,1,54.89882,97,3
72,1,54.89882,64,3
73,4,54.89882,112,4
74,4,54.89882,101,3
75,0,54.89882,221,3
76,5,54.89882,193,1
77,5,54.89882,610,1
78,5,54.89882,36,3
79,0,54.89882,104,6
80,3,54.89882,85,6
81,0,54.89882,114,3
82,0,54.89882,135,6
83,1,54.89882,391,3
84,5,54.89882,429,5
85,1,54.89882,72,3
86,3,54.89882,146,5
87,0,54.89882,62,3
88,4,54.89882,109,3
89,3,54.89882,14,5
90,1,54.89882,102,3
91,2,54.89882,17,3
92,0,54.89882,84,5
93,0,54.89882,206,3
94,3,54.89882,55,6
95,2,54.89882,64,3
96,3,54.89882,107,5
97,1,54.89882,11,3
98,0,54.89882,19,6
99,4,54.89882,81,3
100,0,54.89882,116,6
101,1,54.89882,209,3
102,0,54.89882,1630,3
103,0,54.89882,28,3
104,0,54.89882,116,3
105,1,54.89882,37,3
106,1,54.89882,44,3
107,0,54.89882,121,5
108,3,54.89882,51,5
109,1,54.89882,40,5
110,1,54.89882,50,3
111,3,54.89882,1714,5
112,1,54.89882,217,5
113,0,54.89882,97,3
114,1,54.89882,43,6
115,1,54.89882,283,3
116,3,54.89882,298,5
117,1,54.89882,6285,3
118,0,54.89882,86,5
119,3,54.89882,1146,5
120,1,54.89882,33,5
121,1,54.89882,28,5
122,5,54.89882,98,1
123,1,54.89882,25,5
124,0,54.89882,77,5
125,1,54.89882,180,3
126,5,54.89882,99,1
127,1,54.89882,18,3
128,1,54.89882,44,3
129,3,54.89882,222,6
130,1,54.89882,110,5
131,0,54.89882,17,6
132,3,54.89882,58,5
133,1,54.89882,437,3
134,0,54.89882,119,3
135,3,54.89882,436,5
136,0,54.89882,178,5
137,0,54.89882,646,6
138,4,54.89882,369,3
139,0,54.89882,348,6
140,4,54.89882,198,3
141,1,54.89882,96,3
142,0,54.89882,95,3
143,1,54.89882,66,3
144,0,54.89882,438,5
145,0,54.89882,740,5
146,0,54.89882,252,5
147,3,54.89882,16,6
148,1,54.89882,30,3
149,3,54.89882,125,5
150,2,54.89882,272,3
151,1,54.89882,451,5
152,3,54.89882,214,5
153,0,54.89882,17,5
154,0,54.89882,5076,3
155,0,54.89882,336,5
156,0,54.89882,96,5
157,1,54.89882,34,3
158,5,54.89882,31,3
159,0,54.89882,314,6
160,0,54.89882,246,3
161,0,54.89882,50,5
162,3,54.89882,52,5
163,0,54.89882,77,3
164,1,54.89882,55,3
165,1,54.89882,94,3
166,3,54.89882,62,5
167,1,54.89882,171,3
168,1,54.89882,177,3
169,3,54.89882,90,6
170,0,54.89882,162,3
171,3,54.89882,302,5
172,5,54.89882,223,1
173,5,54.89882,53,0
174,5,54.89882,77,1
175,3,54.89882,334,3
176,3,54.89882,571,5
177,4,54.89882,5129,3
178,0,54.89882,163,5
179,0,54.89882,29,5
180,3,54.89882,61,5
181,4,54.89882,94,3
182,3,54.89882,66,5
183,5,54.89882,394,3
184,0,54.89882,111,3
185,5,54.89882,7208,1
186,5,54.89882,163,3
187,3,54.89882,107,6
188,0,54.89882,66,5
189,1,54.89882,287,3
190,1,54.89882,300,3
191,5,54.89882,278,1
192,1,54.89882,291,3
193,1,54.89882,403,3
194,1,54.89882,32,5
195,4,54.89882,115,5
196,0,54.89882,186,3
197,0,54.89882,78,3
198,4,54.89882,198,3
199,0,54.89882,45,5
200,1,54.89882,2934,5
201,1,54.89882,5,3
202,3,54.89882,130,5
203,2,54.89882,112,3
204,0,54.89882,84,5
205,1,54.89882,52,3
206,0,54.89882,34,3
207,1,54.89882,52,6
208,0,54.89882,25,5
209,3,54.89882,36,6
210,1,54.89882,33,3
211,0,54.89882,122,5
212,0,54.89882,125,6
213,0,54.89882,81,6
214,1,54.89882,344,5
215,1,54.89882,206,3
216,1,54.89882,135,5
217,3,54.89882,39,4
218,0,54.89882,176,3
219,0,54.89882,53,6
220,1,54.89882,39,3
221,5,54.89882,82,6
222,4,54.89882,79,4
223,4,54.89882,157,3
224,3,54.89882,252,5
225,3,54.89882,36,5
226,3,54.89882,202,3
227,1,54.89882,5307,3
228,0,54.89882,111,5
229,1,54.89882,196,3
230,3,54.89882,195,5
231,0,54.89882,342,5
232,1,54.89882,52,3
233,3,54.89882,55,5
234,0,54.89882,86,5
235,2,54.89882,145,3
236,3,54.89882,163,3
237,5,54.89882,170,3
238,3,54.89882,384,5
239,0,54.89882,212,6
240,2,54.89882,35,3
241,5,54.89882,196,1
242,2,54.89882,71,3
243,1,54.89882,160,3
244,0,54.89882,67,3
245,4,54.89882,80,5
246,3,54.89882,235,6
247,0,54.89882,265,6
248,0,54.89882,1094,3
249,3,54.89882,168,3
250,4,54.89882,273,5
251,1,54.89882,5,3
252,1,54.89882,23,3
253,1,54.89882,46,3
254,0,54.89882,221,5
255,0,54.89882,151,5
256,0,54.89882,83,5
257,1,54.89882,4103,3
258,4,54.89882,459,3
259,1,54.89882,53,3
260,3,54.89882,6,5
261,1,54.89882,343,3
262,1,54.89882,147,5
263,1,54.89882,186,3
264,1,54.89882,37,3
265,5,54.89882,46,1
266,1,54.89882,93,5
267,1,54.89882,263,3
268,5,54.89882,235,3
269,1,54.89882,26,5
270,1,54.89882,183,5
271,0,54.89882,49,3
272,3,54.89882,166,5
273,5,54.89882,53,5
274,2,54.89882,110,3
275,0,54.89882,1156,5
276,3,54.89882,90,5
277,5,54.89882,32,3
278,0,54.89882,292,5
279,1,54.89882,141,3
280,4,54.89882,9,5
281,3,54.89882,338,6
282,3,54.89882,36,5
283,1,54.89882,353,3
284,1,54.89882,32,3
285,3,54.89882,33,5
286,3,54.89882,194,5
287,3,54.89882,218,5
288,0,54.89882,104,5
289,5,54.89882,47,3
290,2,54.89882,50,3
291,1,54.89882,70,3
292,0,54.89882,53,5
293,3,54.89882,41,5
294,2,54.89882,62,3
295,1,54.89882,50,3
296,1,54.89882,58,5
297,3,54.89882,197,3
298,1,54.89882,61,5
299,0,54.89882,259,3
300,5,54.89882,105,0
301,1,54.89882,220,3
302,0,54.89882,2656,5
303,3,54.89882,147,5
304,0,54.89882,2,5
305,3,54.89882,60,6
306,0,54.89882,72,3
307,2,54.89882,159,3
308,3,54.89882,92,3
309,4,54.89882,126,5
310,0,54.89882,142,5
311,0,54.89882,85,5
312,4,54.89882,98,5
313,3,54.89882,285,5
314,3,54.89882,60,6
315,3,54.89882,187,5
316,3,54.89882,151,3
317,3,54.89882,19,6
318,1,54.89882,38,3
319,3,54.89882,80,5
320,0,54.89882,76,6
321,3,54.89882,95,6
322,4,54.89882,82,3
323,1,54.89882,109,5
324,1,54.89882,122,3
325,1,54.89882,22,5
326,3,54.89882,137,5
327,3,54.89882,21,5
328,1,54.89882,157,3
329,0,54.89882,138,5
330,1,54.89882,61,5
331,4,54.89882,23,3
332,3,54.89882,216,6
333,4,54.89882,66,3
