,Unnamed: 0,Unnamed: 0.1,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,gmm_clusters,gmm_time,k_shape_clusters,k_means_softdtw_clusters
0,0,0,0,11.4148,59,0,1,99.71235,1,98.42403,1,0
1,1,1,0,11.4148,50,0,1,99.71235,1,98.42403,1,0
2,2,2,0,11.4148,63,0,1,99.71235,1,98.42403,1,0
3,3,3,0,11.4148,48,0,1,99.71235,1,98.42403,1,0
4,4,4,0,11.4148,53,0,1,99.71235,1,98.42403,0,0
5,5,5,0,11.4148,57,0,1,99.71235,1,98.42403,1,0
6,6,6,0,11.4148,53,0,1,99.71235,1,98.42403,0,0
7,7,7,0,11.4148,48,0,1,99.71235,1,98.42403,0,0
8,8,8,0,11.4148,55,0,1,99.71235,1,98.42403,1,0
9,9,9,0,11.4148,57,0,1,99.71235,1,98.42403,1,0
10,10,10,0,11.4148,54,0,1,99.71235,1,98.42403,1,0
11,11,11,0,11.4148,53,0,1,99.71235,1,98.42403,1,0
12,12,12,0,11.4148,49,0,1,99.71235,1,98.42403,1,0
13,13,13,0,11.4148,49,0,1,99.71235,1,98.42403,1,0
14,14,14,0,11.4148,48,0,1,99.71235,1,98.42403,0,0
15,15,15,0,11.4148,46,0,1,99.71235,1,98.42403,1,0
16,16,16,0,11.4148,58,0,1,99.71235,1,98.42403,1,0
17,17,17,0,11.4148,58,0,1,99.71235,1,98.42403,1,0
18,18,18,0,11.4148,53,0,1,99.71235,1,98.42403,1,0
19,19,19,0,11.4148,48,0,1,99.71235,1,98.42403,1,0
20,20,20,0,11.4148,56,0,1,99.71235,1,98.42403,1,0
21,21,21,0,11.4148,42,0,1,99.71235,1,98.42403,1,0
22,22,22,0,11.4148,63,0,1,99.71235,1,98.42403,1,0
23,23,23,0,11.4148,53,0,1,99.71235,1,98.42403,1,0
24,24,24,0,11.4148,48,0,1,99.71235,1,98.42403,1,0
25,25,25,0,11.4148,60,0,1,99.71235,1,98.42403,1,0
26,26,26,0,11.4148,59,0,1,99.71235,1,98.42403,1,0
27,27,27,0,11.4148,59,0,1,99.71235,1,98.42403,1,0
28,28,28,0,11.4148,53,0,1,99.71235,1,98.42403,1,0
29,29,29,0,11.4148,57,0,1,99.71235,1,98.42403,1,0
30,30,30,0,11.4148,53,0,1,99.71235,1,98.42403,1,0
31,31,31,0,11.4148,50,0,1,99.71235,1,98.42403,1,0
32,32,32,0,11.4148,44,0,1,99.71235,1,98.42403,1,0
33,33,33,0,11.4148,59,0,1,99.71235,1,98.42403,1,0
34,34,34,0,11.4148,55,0,1,99.71235,1,98.42403,1,0
35,35,35,0,11.4148,50,0,1,99.71235,1,98.42403,1,0
36,36,36,0,11.4148,47,0,1,99.71235,1,98.42403,1,0
37,37,37,0,11.4148,44,0,1,99.71235,1,98.42403,1,0
38,38,38,0,11.4148,56,0,1,99.71235,1,98.42403,1,0
39,39,39,0,11.4148,53,0,1,99.71235,1,98.42403,1,0
40,40,40,0,11.4148,42,0,1,99.71235,1,98.42403,1,0
41,41,41,0,11.4148,45,0,1,99.71235,1,98.42403,0,0
42,42,42,0,11.4148,46,0,1,99.71235,1,98.42403,1,0
43,43,43,0,11.4148,52,0,1,99.71235,1,98.42403,1,0
44,44,44,0,11.4148,54,0,1,99.71235,1,98.42403,1,0
45,45,45,0,11.4148,46,0,1,99.71235,1,98.42403,1,0
46,46,46,0,11.4148,38,0,1,99.71235,1,98.42403,1,0
47,47,47,0,11.4148,58,0,1,99.71235,1,98.42403,1,0
48,48,48,0,11.4148,57,0,1,99.71235,1,98.42403,1,0
49,49,49,0,11.4148,57,0,1,99.71235,1,98.42403,1,0
50,50,50,0,11.4148,56,0,1,99.71235,1,98.42403,1,0
51,51,51,0,11.4148,44,0,1,99.71235,1,98.42403,1,0
52,52,52,0,11.4148,65,0,1,99.71235,1,98.42403,0,0
53,53,53,0,11.4148,66,0,1,99.71235,1,98.42403,1,0
54,54,54,0,11.4148,61,0,1,99.71235,1,98.42403,1,0
55,55,55,0,11.4148,57,0,1,99.71235,1,98.42403,1,0
56,56,56,0,11.4148,54,0,1,99.71235,1,98.42403,1,0
57,57,57,0,11.4148,51,0,1,99.71235,1,98.42403,1,0
58,58,58,0,11.4148,61,0,1,99.71235,1,98.42403,1,0
59,59,59,0,11.4148,42,0,1,99.71235,1,98.42403,1,0
60,60,60,0,11.4148,51,0,1,99.71235,1,98.42403,1,0
61,61,61,0,11.4148,55,0,1,99.71235,1,98.42403,1,0
62,62,62,0,11.4148,42,0,1,99.71235,1,98.42403,1,0
63,63,63,0,11.4148,50,0,1,99.71235,1,98.42403,1,0
64,64,64,0,11.4148,49,0,1,99.71235,1,98.42403,1,0
65,65,65,0,11.4148,52,0,1,99.71235,1,98.42403,1,0
66,66,66,0,11.4148,65,0,1,99.71235,1,98.42403,1,0
67,67,67,0,11.4148,49,0,1,99.71235,1,98.42403,1,0
68,68,68,0,11.4148,50,0,1,99.71235,1,98.42403,1,0
69,69,69,0,11.4148,46,0,1,99.71235,1,98.42403,1,0
70,70,70,0,11.4148,72,0,1,99.71235,1,98.42403,1,0
71,71,71,0,11.4148,54,0,1,99.71235,1,98.42403,1,0
72,72,72,0,11.4148,66,0,1,99.71235,1,98.42403,1,0
73,73,73,0,11.4148,69,0,1,99.71235,1,98.42403,1,0
74,74,74,0,11.4148,68,0,1,99.71235,1,98.42403,1,0
75,75,75,0,11.4148,49,0,1,99.71235,1,98.42403,1,0
76,76,76,0,11.4148,55,0,1,99.71235,1,98.42403,1,0
77,77,77,0,11.4148,49,0,1,99.71235,1,98.42403,1,0
78,78,78,0,11.4148,58,0,1,99.71235,1,98.42403,1,0
79,79,79,0,11.4148,50,0,1,99.71235,1,98.42403,1,0
80,80,80,0,11.4148,55,0,1,99.71235,1,98.42403,1,0
81,81,81,0,11.4148,54,0,1,99.71235,1,98.42403,0,0
82,82,82,0,11.4148,60,0,1,99.71235,1,98.42403,1,0
83,83,83,0,11.4148,53,0,1,99.71235,1,98.42403,1,0
84,84,84,0,11.4148,50,0,1,99.71235,1,98.42403,1,0
85,85,85,0,11.4148,55,0,1,99.71235,1,98.42403,1,0
86,86,86,0,11.4148,59,0,1,99.71235,1,98.42403,0,0
87,87,87,0,11.4148,48,0,1,99.71235,1,98.42403,1,0
88,88,88,0,11.4148,50,0,1,99.71235,1,98.42403,1,0
89,89,89,0,11.4148,70,0,1,99.71235,1,98.42403,1,0
90,90,90,0,11.4148,51,0,1,99.71235,1,98.42403,1,0
91,91,91,0,11.4148,59,0,1,99.71235,1,98.42403,1,0
92,92,92,0,11.4148,49,0,1,99.71235,1,98.42403,1,0
93,93,93,0,11.4148,42,0,1,99.71235,1,98.42403,1,0
94,94,94,0,11.4148,46,0,1,99.71235,1,98.42403,1,0
95,95,95,0,11.4148,48,0,1,99.71235,1,98.42403,1,0
96,96,96,0,11.4148,59,0,1,99.71235,1,98.42403,1,0
97,97,97,0,11.4148,50,0,1,99.71235,1,98.42403,1,0
98,98,98,0,11.4148,53,0,1,99.71235,1,98.42403,1,0
99,99,99,0,11.4148,52,0,1,99.71235,1,98.42403,1,0
100,100,100,0,11.4148,52,0,1,99.71235,1,98.42403,1,0
101,101,101,0,11.4148,56,0,1,99.71235,1,98.42403,1,0
102,102,102,0,11.4148,67,0,1,99.71235,1,98.42403,1,0
103,103,103,0,11.4148,60,0,1,99.71235,1,98.42403,1,0
104,104,104,0,11.4148,57,0,1,99.71235,1,98.42403,1,0
