,epoch,times,negative ll,purity,cluster_partition
0,0,-110351.62764000008,142179.078125,0.5366666666666667,0.0
1,1,-51929.543600000325,145484.21875,0.7225,0.0
2,2,-66905.5430399999,154080.625,0.7708333333333334,0.0
3,3,-81973.8613400003,147957.390625,0.8474999999999999,0.0
4,4,-96848.41185999976,146740.21875,0.9116666666666667,0.0
5,5,-111915.57666000037,144040.6875,0.9333333333333333,0.0
6,6,-126754.88994000014,142022.4375,0.9349999999999999,0.0
7,7,-126745.33121999993,141594.453125,0.9283333333333335,0.0
8,8,-126795.97781999968,141613.6875,0.9166666666666667,0.0
9,9,-126808.87652000005,141837.984375,0.9075000000000002,0.0
