purity,created_at
0.60625,2021-05-21 17:51:04.096146
0.71125,2021-05-21 17:51:05.035260
0.91375,2021-05-21 17:51:05.581567
0.89375,2021-05-21 17:51:06.188282
0.90125,2021-05-21 17:51:06.795247
0.9025,2021-05-21 17:51:07.391345
0.87375,2021-05-21 17:51:07.993476
0.84875,2021-05-21 17:51:08.598368
0.8262499999999999,2021-05-21 17:51:09.174103
0.7825,2021-05-21 17:51:09.775848
0.7725,2021-05-21 17:51:10.348322
0.7250000000000001,2021-05-21 17:51:10.979595
0.73875,2021-05-21 17:51:11.587141
0.75,2021-05-21 17:51:12.184360
0.75,2021-05-21 17:51:12.775436
0.7525000000000001,2021-05-21 17:51:13.283466
0.7625,2021-05-21 17:51:13.912824
0.7637499999999999,2021-05-21 17:51:14.472569
0.7650000000000001,2021-05-21 17:51:15.054381
0.7637499999999999,2021-05-21 17:51:15.670955
0.7475,2021-05-21 17:51:16.269426
0.7437499999999999,2021-05-21 17:51:16.859852
0.75375,2021-05-21 17:51:17.465013
0.7549999999999999,2021-05-21 17:51:18.059839
0.74125,2021-05-21 17:51:18.659490
0.74375,2021-05-21 17:51:19.260115
0.7462500000000001,2021-05-21 17:51:19.875759
0.75375,2021-05-21 17:51:20.447337
0.76125,2021-05-21 17:51:21.070031
0.74875,2021-05-21 17:51:21.653949
0.645,2021-05-21 17:51:22.888395
0.7337499999999999,2021-05-21 17:51:23.490260
0.7575,2021-05-21 17:51:24.064581
0.7937500000000001,2021-05-21 17:51:24.634291
0.77875,2021-05-21 17:51:25.190355
0.7425,2021-05-21 17:51:25.851593
0.74,2021-05-21 17:51:26.398776
0.7475,2021-05-21 17:51:26.995963
0.73875,2021-05-21 17:51:27.681221
0.7525,2021-05-21 17:51:28.285969
0.74875,2021-05-21 17:51:28.892590
0.745,2021-05-21 17:51:29.505655
0.75,2021-05-21 17:51:30.057774
0.75125,2021-05-21 17:51:30.689118
0.75,2021-05-21 17:51:31.290080
0.7525000000000001,2021-05-21 17:51:31.872423
0.755,2021-05-21 17:51:32.459033
0.7537499999999999,2021-05-21 17:51:33.071998
0.76625,2021-05-21 17:51:33.636290
0.7637499999999999,2021-05-21 17:51:34.239537
0.76,2021-05-21 17:51:34.784687
0.7637499999999999,2021-05-21 17:51:35.409115
0.7637499999999999,2021-05-21 17:51:35.998437
0.7650000000000001,2021-05-21 17:51:36.590652
0.76,2021-05-21 17:51:37.159159
0.75875,2021-05-21 17:51:37.759222
0.76,2021-05-21 17:51:38.269830
0.7637499999999999,2021-05-21 17:51:38.893367
0.76125,2021-05-21 17:51:39.487755
0.765,2021-05-21 17:51:40.076613
0.68,2021-05-21 17:51:41.001937
0.78625,2021-05-21 17:51:41.569795
0.9262499999999999,2021-05-21 17:51:42.175068
0.9125,2021-05-21 17:51:42.739010
0.9225,2021-05-21 17:51:43.289303
0.885,2021-05-21 17:51:43.883724
0.89125,2021-05-21 17:51:44.498980
0.8412499999999999,2021-05-21 17:51:45.116501
0.79125,2021-05-21 17:51:45.672663
0.7250000000000001,2021-05-21 17:51:46.235914
0.725,2021-05-21 17:51:46.882582
0.7262500000000001,2021-05-21 17:51:47.447133
0.72875,2021-05-21 17:51:47.975522
0.7150000000000001,2021-05-21 17:51:48.543481
0.7024999999999999,2021-05-21 17:51:49.151887
0.6950000000000001,2021-05-21 17:51:49.769909
0.6875,2021-05-21 17:51:50.350860
0.68625,2021-05-21 17:51:50.938131
0.6975,2021-05-21 17:51:51.550341
0.70125,2021-05-21 17:51:52.163259
0.685,2021-05-21 17:51:52.756389
0.67125,2021-05-21 17:51:53.356351
0.6775,2021-05-21 17:51:53.974629
0.6725000000000001,2021-05-21 17:51:54.567909
0.6912500000000001,2021-05-21 17:51:55.173332
0.68875,2021-05-21 17:51:55.744629
0.6825000000000001,2021-05-21 17:51:56.284915
0.69875,2021-05-21 17:51:56.883657
0.6875,2021-05-21 17:51:57.481827
0.69125,2021-05-21 17:51:58.167264
