,Unnamed: 0,Unnamed: 0.1,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,gmm_clusters,gmm_time,k_shape_clusters,k_means_softdtw_clusters
0,0,0,0,10.49135,59,1,0,100.50896,0,99.13236,0,0
1,1,1,0,10.49135,50,1,0,100.50896,0,99.13236,1,0
2,2,2,0,10.49135,63,1,0,100.50896,0,99.13236,1,0
3,3,3,0,10.49135,48,1,0,100.50896,0,99.13236,1,0
4,4,4,0,10.49135,53,1,0,100.50896,0,99.13236,1,0
5,5,5,0,10.49135,57,1,0,100.50896,0,99.13236,0,0
6,6,6,0,10.49135,53,1,0,100.50896,0,99.13236,0,0
7,7,7,0,10.49135,48,1,0,100.50896,0,99.13236,1,0
8,8,8,0,10.49135,55,1,0,100.50896,0,99.13236,0,0
9,9,9,0,10.49135,57,1,0,100.50896,0,99.13236,0,0
10,10,10,0,10.49135,54,1,0,100.50896,0,99.13236,1,0
11,11,11,0,10.49135,53,1,0,100.50896,0,99.13236,1,0
12,12,12,0,10.49135,49,1,0,100.50896,0,99.13236,1,0
13,13,13,0,10.49135,49,1,0,100.50896,0,99.13236,0,0
14,14,14,0,10.49135,48,1,0,100.50896,0,99.13236,1,0
15,15,15,0,10.49135,46,1,0,100.50896,0,99.13236,0,0
16,16,16,0,10.49135,58,1,0,100.50896,0,99.13236,1,0
17,17,17,0,10.49135,58,1,0,100.50896,0,99.13236,0,0
18,18,18,0,10.49135,53,1,0,100.50896,0,99.13236,1,0
19,19,19,0,10.49135,48,1,0,100.50896,0,99.13236,0,0
20,20,20,0,10.49135,56,1,0,100.50896,0,99.13236,1,0
21,21,21,0,10.49135,42,1,0,100.50896,0,99.13236,1,0
22,22,22,0,10.49135,63,1,0,100.50896,0,99.13236,1,0
23,23,23,0,10.49135,53,1,0,100.50896,0,99.13236,1,0
24,24,24,0,10.49135,48,1,0,100.50896,0,99.13236,1,0
25,25,25,0,10.49135,60,1,0,100.50896,0,99.13236,0,0
26,26,26,0,10.49135,59,1,0,100.50896,0,99.13236,0,0
27,27,27,0,10.49135,59,1,0,100.50896,0,99.13236,1,0
28,28,28,0,10.49135,53,1,0,100.50896,0,99.13236,0,0
29,29,29,0,10.49135,57,1,0,100.50896,0,99.13236,1,0
30,30,30,0,10.49135,53,1,0,100.50896,0,99.13236,1,0
31,31,31,0,10.49135,50,1,0,100.50896,0,99.13236,1,0
32,32,32,0,10.49135,44,1,0,100.50896,0,99.13236,0,0
33,33,33,0,10.49135,59,1,0,100.50896,0,99.13236,1,0
34,34,34,0,10.49135,55,1,0,100.50896,0,99.13236,0,0
35,35,35,0,10.49135,50,1,0,100.50896,0,99.13236,0,0
36,36,36,0,10.49135,47,1,0,100.50896,0,99.13236,1,0
37,37,37,0,10.49135,44,1,0,100.50896,0,99.13236,0,0
38,38,38,0,10.49135,56,1,0,100.50896,0,99.13236,1,0
39,39,39,0,10.49135,53,1,0,100.50896,0,99.13236,0,0
40,40,40,0,10.49135,42,1,0,100.50896,0,99.13236,0,0
41,41,41,0,10.49135,45,1,0,100.50896,0,99.13236,0,0
42,42,42,0,10.49135,46,1,0,100.50896,0,99.13236,0,0
43,43,43,0,10.49135,52,1,0,100.50896,0,99.13236,1,0
44,44,44,0,10.49135,54,1,0,100.50896,0,99.13236,0,0
45,45,45,0,10.49135,46,1,0,100.50896,0,99.13236,0,0
46,46,46,0,10.49135,38,1,0,100.50896,0,99.13236,0,0
47,47,47,0,10.49135,58,1,0,100.50896,0,99.13236,1,0
48,48,48,0,10.49135,57,1,0,100.50896,0,99.13236,1,0
49,49,49,0,10.49135,57,1,0,100.50896,0,99.13236,1,0
50,50,50,0,10.49135,56,1,0,100.50896,0,99.13236,1,0
51,51,51,0,10.49135,44,1,0,100.50896,0,99.13236,1,0
52,52,52,0,10.49135,65,1,0,100.50896,0,99.13236,0,0
53,53,53,0,10.49135,66,1,0,100.50896,0,99.13236,0,0
54,54,54,0,10.49135,61,1,0,100.50896,0,99.13236,0,0
55,55,55,0,10.49135,57,1,0,100.50896,0,99.13236,0,0
56,56,56,0,10.49135,54,1,0,100.50896,0,99.13236,1,0
57,57,57,0,10.49135,51,1,0,100.50896,0,99.13236,0,0
58,58,58,0,10.49135,61,1,0,100.50896,0,99.13236,0,0
59,59,59,0,10.49135,42,1,0,100.50896,0,99.13236,1,0
60,60,60,0,10.49135,51,1,0,100.50896,0,99.13236,1,0
61,61,61,0,10.49135,55,1,0,100.50896,0,99.13236,1,0
62,62,62,0,10.49135,42,1,0,100.50896,0,99.13236,0,0
63,63,63,0,10.49135,50,1,0,100.50896,0,99.13236,1,0
64,64,64,0,10.49135,49,1,0,100.50896,0,99.13236,0,0
65,65,65,0,10.49135,52,1,0,100.50896,0,99.13236,0,0
66,66,66,0,10.49135,65,1,0,100.50896,0,99.13236,0,0
67,67,67,0,10.49135,49,1,0,100.50896,0,99.13236,1,0
68,68,68,0,10.49135,50,1,0,100.50896,0,99.13236,0,0
69,69,69,0,10.49135,46,1,0,100.50896,0,99.13236,1,0
70,70,70,0,10.49135,72,1,0,100.50896,0,99.13236,0,0
71,71,71,0,10.49135,54,1,0,100.50896,0,99.13236,0,0
72,72,72,0,10.49135,66,1,0,100.50896,0,99.13236,1,0
73,73,73,0,10.49135,69,1,0,100.50896,0,99.13236,1,0
74,74,74,0,10.49135,68,1,0,100.50896,0,99.13236,1,0
75,75,75,0,10.49135,49,1,0,100.50896,0,99.13236,1,0
76,76,76,0,10.49135,55,1,0,100.50896,0,99.13236,1,0
77,77,77,0,10.49135,49,1,0,100.50896,0,99.13236,0,0
78,78,78,0,10.49135,58,1,0,100.50896,0,99.13236,0,0
79,79,79,0,10.49135,50,1,0,100.50896,0,99.13236,0,0
80,80,80,0,10.49135,55,1,0,100.50896,0,99.13236,1,0
81,81,81,0,10.49135,54,1,0,100.50896,0,99.13236,0,0
82,82,82,0,10.49135,60,1,0,100.50896,0,99.13236,0,0
83,83,83,0,10.49135,53,1,0,100.50896,0,99.13236,1,0
84,84,84,0,10.49135,50,1,0,100.50896,0,99.13236,1,0
85,85,85,0,10.49135,55,1,0,100.50896,0,99.13236,0,0
86,86,86,0,10.49135,59,1,0,100.50896,0,99.13236,1,0
87,87,87,0,10.49135,48,1,0,100.50896,0,99.13236,1,0
88,88,88,0,10.49135,50,1,0,100.50896,0,99.13236,0,0
89,89,89,0,10.49135,70,1,0,100.50896,0,99.13236,0,0
90,90,90,0,10.49135,51,1,0,100.50896,0,99.13236,0,0
91,91,91,0,10.49135,59,1,0,100.50896,0,99.13236,0,0
92,92,92,0,10.49135,49,1,0,100.50896,0,99.13236,1,0
93,93,93,0,10.49135,42,1,0,100.50896,0,99.13236,1,0
94,94,94,0,10.49135,46,1,0,100.50896,0,99.13236,0,0
95,95,95,0,10.49135,48,1,0,100.50896,0,99.13236,1,0
96,96,96,0,10.49135,59,1,0,100.50896,0,99.13236,0,0
97,97,97,0,10.49135,50,1,0,100.50896,0,99.13236,0,0
98,98,98,0,10.49135,53,1,0,100.50896,0,99.13236,0,0
99,99,99,0,10.49135,52,1,0,100.50896,0,99.13236,1,0
100,100,100,0,10.49135,52,1,0,100.50896,0,99.13236,1,0
101,101,101,0,10.49135,56,1,0,100.50896,0,99.13236,0,0
102,102,102,0,10.49135,67,1,0,100.50896,0,99.13236,0,0
103,103,103,0,10.49135,60,1,0,100.50896,0,99.13236,0,0
104,104,104,0,10.49135,57,1,0,100.50896,0,99.13236,1,0
105,105,105,0,10.49135,54,1,0,100.50896,0,99.13236,1,0
106,106,106,0,10.49135,54,1,0,100.50896,0,99.13236,0,0
107,107,107,0,10.49135,74,1,0,100.50896,0,99.13236,0,0
108,108,108,0,10.49135,46,1,0,100.50896,0,99.13236,1,0
109,109,109,0,10.49135,45,1,0,100.50896,0,99.13236,0,0
110,110,110,0,10.49135,62,1,0,100.50896,0,99.13236,1,0
111,111,111,0,10.49135,48,1,0,100.50896,0,99.13236,0,0
112,112,112,0,10.49135,61,1,0,100.50896,0,99.13236,0,0
113,113,113,0,10.49135,58,1,0,100.50896,0,99.13236,1,0
114,114,114,0,10.49135,51,1,0,100.50896,0,99.13236,1,0
115,115,115,0,10.49135,71,1,0,100.50896,0,99.13236,0,0
116,116,116,0,10.49135,51,1,0,100.50896,0,99.13236,0,0
117,117,117,0,10.49135,45,1,0,100.50896,0,99.13236,1,0
118,118,118,0,10.49135,43,1,0,100.50896,0,99.13236,0,0
119,119,119,0,10.49135,51,1,0,100.50896,0,99.13236,1,0
120,120,120,0,10.49135,47,1,0,100.50896,0,99.13236,0,0
121,121,121,0,10.49135,58,1,0,100.50896,0,99.13236,0,0
122,122,122,0,10.49135,49,1,0,100.50896,0,99.13236,0,0
