,epoch,times,negative ll,purity,cluster_partition
0,0,-72708.48973999964,138911.578125,0.5,0.0
1,1,-31526.099679999752,75950.703125,0.6850000000000002,0.0
2,2,-37453.06857999996,79020.46875,0.95375,0.0
3,3,-50166.515360000194,79607.40625,0.96125,0.0
4,4,-61360.41775999998,79830.5390625,0.98125,0.0
5,5,-69513.09569999983,79890.7265625,0.99,0.0
6,6,-75406.94266000006,79932.015625,0.99125,0.0
7,7,-79411.9320800004,79983.9296875,0.9937500000000001,0.0
8,8,-77402.16152000008,80016.65625,0.9937499999999999,0.0
9,9,-76066.22960000008,80031.3046875,0.99375,0.0
