,epoch,times,negative ll,purity,cluster_partition
0,0,-79761.48670000024,90452.390625,0.75125,0.0
1,1,-42661.5481800001,90214.7890625,0.9962500000000001,0.0
2,2,-54829.07971999986,88757.4375,1.0,0.0
3,3,-66892.49387999997,88863.171875,1.0,0.0
4,4,-78984.74846000026,89290.890625,1.0,0.0
5,5,-91120.55808000034,89825.265625,1.0,0.0
6,6,-103221.06483999989,89916.71875,1.0,0.0
7,7,-103103.95669999998,89746.046875,1.0,0.0
8,8,-103135.26517999999,89531.078125,1.0,0.0
9,9,-103139.76074000006,89337.9375,0.9999999999999999,0.0
