,epoch,times,negative ll,purity,cluster_partition
0,0,-127255.51363999955,145145.375,0.3641666666666667,0.0
1,1,-73900.96925999969,105847.1171875,0.7091666666666667,0.0
2,2,-94503.88605999993,108032.078125,0.9091666666666667,0.0
3,3,-114996.85766000068,108336.578125,0.95,0.0
4,4,-135395.27476000017,108333.8515625,0.9566666666666668,0.0
5,5,-155910.78243999975,108327.6171875,0.9566666666666669,0.0
6,6,-176352.07656000042,108336.984375,0.9558333333333333,0.0
7,7,-176439.40305999946,108352.3828125,0.9550000000000001,0.0
8,8,-176285.72202000069,108367.375,0.9550000000000001,0.0
9,9,-176362.72466000053,108379.984375,0.9541666666666667,0.0
