,cluster_id,cluster_thp
0,0,0
1,0,2
2,0,2
3,0,1
4,0,2
5,0,2
6,0,0
7,0,1
8,0,1
9,0,0
10,0,1
11,0,0
12,0,0
13,0,0
14,0,1
15,0,0
16,0,1
17,0,2
18,0,1
19,0,1
20,0,2
21,0,1
22,0,1
23,0,1
24,0,2
25,0,0
26,0,2
27,0,2
28,0,2
29,0,0
30,0,2
31,0,2
32,0,0
33,0,2
34,0,2
35,0,2
36,0,0
37,0,2
38,0,2
39,0,0
40,0,1
41,0,0
42,0,1
43,0,2
44,0,2
45,0,2
46,0,1
47,0,1
48,0,1
49,0,2
50,0,0
51,0,0
52,0,0
53,0,0
54,0,1
55,0,2
56,0,0
57,0,1
58,0,1
59,0,1
60,0,0
61,0,1
62,0,1
63,0,1
64,0,1
65,0,1
66,0,0
67,0,1
68,0,1
69,0,2
70,0,2
71,0,2
72,0,0
73,0,2
74,0,1
75,0,1
76,0,0
77,0,2
78,0,0
79,0,2
80,0,1
81,0,2
82,0,2
83,0,0
84,0,2
85,0,1
86,0,2
87,0,1
88,0,2
89,0,2
90,0,1
91,0,0
92,0,1
93,0,0
94,0,2
95,0,1
96,0,1
97,0,1
98,0,1
99,0,1
100,0,1
101,0,2
102,0,1
103,0,2
104,0,2
105,0,0
106,0,0
107,0,0
108,0,1
109,0,0
110,0,2
111,0,1
112,0,2
113,0,0
114,0,2
115,0,0
116,0,1
117,0,2
118,0,0
119,0,1
120,0,2
121,0,0
122,0,2
123,0,0
124,0,0
125,0,0
126,0,1
127,0,0
128,0,1
129,0,2
130,0,2
131,0,1
132,0,0
133,0,0
134,0,2
135,0,1
136,0,0
137,0,1
138,0,0
139,0,1
140,0,2
141,0,1
142,0,0
143,0,0
144,0,0
145,0,0
146,0,1
147,0,2
148,0,1
149,0,2
150,0,1
151,0,0
152,0,0
153,0,0
154,0,2
155,0,2
156,0,1
157,0,2
158,0,2
159,0,2
160,0,1
161,0,0
162,0,1
163,0,0
164,0,2
165,0,0
166,0,1
167,0,2
168,0,2
169,0,1
170,0,2
171,0,1
172,0,1
173,0,1
174,0,0
175,0,1
176,0,2
177,0,0
178,0,1
179,0,0
180,0,2
181,0,2
182,0,1
183,0,1
184,0,1
185,0,2
186,0,2
187,0,2
188,0,0
189,0,1
190,0,1
191,0,1
192,0,2
193,0,0
194,0,2
195,0,1
196,0,0
197,0,1
198,0,2
199,0,2
200,0,1
201,0,2
202,0,2
203,0,1
204,0,2
205,0,0
206,0,2
207,0,0
208,0,1
209,0,0
210,0,2
211,0,2
212,0,2
213,0,0
214,0,1
215,0,0
216,0,0
217,0,0
218,0,2
219,0,0
220,0,2
221,0,0
222,0,0
223,0,0
224,0,0
225,0,1
226,0,2
227,0,2
228,0,1
229,0,0
230,0,0
231,0,1
232,0,1
233,0,1
234,0,0
235,0,2
236,0,2
237,0,0
238,0,0
239,0,2
240,0,0
241,0,2
242,0,1
243,0,2
244,0,0
245,0,2
246,0,0
247,0,0
248,0,0
249,0,2
250,0,1
251,0,0
252,0,1
253,0,0
254,0,2
255,0,0
256,0,0
257,0,2
258,0,1
259,0,0
260,0,0
261,0,0
262,0,2
263,0,1
264,0,1
265,0,0
266,0,2
267,0,2
268,0,0
269,0,2
270,0,0
271,0,0
272,0,0
273,0,1
274,0,2
275,0,0
276,0,2
277,0,1
278,0,0
279,0,2
280,0,0
281,0,1
282,0,1
283,0,2
284,0,0
285,0,1
286,0,1
287,0,1
288,0,2
289,0,2
290,0,0
291,0,0
292,0,2
293,0,0
294,0,2
295,0,2
296,0,0
297,0,2
298,0,2
299,0,2
300,0,2
301,0,2
302,0,2
303,0,2
304,0,1
305,0,2
306,0,2
307,0,0
308,0,1
309,0,0
310,0,2
311,0,0
312,0,1
313,0,2
314,0,2
315,0,0
316,0,2
317,0,1
318,0,2
319,0,2
320,0,0
321,0,2
322,0,1
323,0,1
