,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,ap_clusters,ap_time,gmm_clusters,gmm_time,dbscan_clusters,dbscan_time
0,2,263.97258,11,2,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
1,2,263.97258,14,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
2,2,263.97258,21,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
3,2,263.97258,12,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
4,1,263.97258,18,2,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
5,2,263.97258,50,2,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
6,2,263.97258,59,2,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
7,2,263.97258,11,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
8,1,263.97258,14,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
9,2,263.97258,10,0,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
10,1,263.97258,10,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
11,2,263.97258,12,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
12,2,263.97258,14,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
13,1,263.97258,12,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
14,2,263.97258,20,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
15,2,263.97258,22,0,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
16,2,263.97258,16,0,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
17,2,263.97258,11,0,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
18,1,263.97258,15,0,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
19,2,263.97258,10,2,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
20,2,263.97258,12,2,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
21,2,263.97258,10,0,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
22,2,263.97258,13,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
23,2,263.97258,32,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
24,1,263.97258,14,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
25,1,263.97258,12,1,0,1161.49538,-1,1617.02409,0,1159.71397,-1,1322.47775
