,epoch,times,negative ll,purity,cluster_partition
0,0,-149980.42787999962,178177.578125,0.47187500000000004,0.0
1,1,-73361.05397999985,179970.015625,0.68,0.0
2,2,-94668.60037999984,187148.703125,0.879375,0.0
3,3,-115991.71009999991,188029.640625,0.965,0.0
4,4,-137432.19719999994,186811.703125,0.9737500000000001,0.0
5,5,-158779.66761999996,185749.359375,0.9843750000000001,0.0
6,6,-180060.24470000004,185940.78125,0.988125,0.0
7,7,-180034.93787999963,186373.984375,0.9881249999999999,0.0
8,8,-180082.54274000006,186978.21875,0.9906249999999999,0.0
9,9,-180041.18587999954,187409.0625,0.9906249999999999,0.0
