,cluster_id,time,seqlength,coh_cluster
0,2,255.11444,11,1
1,2,255.11444,14,0
2,2,255.11444,21,0
3,2,255.11444,12,2
4,1,255.11444,18,1
5,2,255.11444,50,1
6,2,255.11444,59,2
7,2,255.11444,11,2
8,1,255.11444,14,2
9,2,255.11444,10,2
10,1,255.11444,10,2
11,2,255.11444,12,0
12,2,255.11444,14,0
13,1,255.11444,12,0
14,2,255.11444,20,2
15,2,255.11444,22,2
16,2,255.11444,16,2
17,2,255.11444,11,0
18,1,255.11444,15,0
19,2,255.11444,10,2
20,2,255.11444,12,2
21,2,255.11444,10,2
22,2,255.11444,13,0
23,2,255.11444,32,2
24,1,255.11444,14,0
25,1,255.11444,12,0
26,2,255.11444,11,2
27,2,255.11444,20,0
28,2,255.11444,26,0
29,2,255.11444,13,0
30,2,255.11444,10,0
31,1,255.11444,12,2
32,1,255.11444,10,2
33,2,255.11444,19,2
34,2,255.11444,10,2
35,1,255.11444,11,1
36,1,255.11444,20,0
37,2,255.11444,23,0
38,1,255.11444,17,0
39,2,255.11444,13,0
40,2,255.11444,10,2
41,2,255.11444,16,2
42,2,255.11444,10,2
43,1,255.11444,16,0
44,2,255.11444,13,2
45,2,255.11444,10,1
46,1,255.11444,17,0
47,2,255.11444,13,1
48,2,255.11444,13,0
49,2,255.11444,11,2
50,2,255.11444,12,2
51,2,255.11444,11,2
52,2,255.11444,14,0
53,1,255.11444,12,2
54,2,255.11444,32,1
55,2,255.11444,16,2
56,2,255.11444,14,2
57,2,255.11444,10,0
58,2,255.11444,24,1
59,2,255.11444,14,2
60,2,255.11444,11,2
61,2,255.11444,20,2
62,2,255.11444,10,2
63,2,255.11444,13,1
64,1,255.11444,12,2
65,1,255.11444,18,0
66,1,255.11444,10,0
67,1,255.11444,11,0
68,2,255.11444,16,2
69,1,255.11444,13,2
70,2,255.11444,14,0
71,2,255.11444,10,2
72,2,255.11444,10,2
73,2,255.11444,11,1
74,2,255.11444,16,0
75,2,255.11444,19,0
76,2,255.11444,18,0
77,2,255.11444,12,2
78,1,255.11444,13,1
79,2,255.11444,10,1
