,epoch,times,negative ll,purity,cluster_partition
0,0,-150020.36900000006,177816.453125,0.351875,0.0
1,1,-73310.03061999974,186114.515625,0.775625,0.0
2,2,-94667.2404999999,187973.625,0.841875,0.0
3,3,-116056.6859799999,185449.796875,0.8668750000000001,0.0
4,4,-137412.26106000016,184863.65625,0.885625,0.0
5,5,-158840.50875999994,185627.3125,0.8950000000000001,0.0
6,6,-180123.69088000007,186727.75,0.90875,0.0
7,7,-180090.82384000008,186961.5625,0.9162500000000002,0.0
8,8,-179998.96653999982,187573.828125,0.9137500000000001,0.0
9,9,-180122.47214000032,188154.375,0.9068750000000001,0.0
