,epoch,times,negative ll,purity,cluster_partition
0,0,-184288.85773999966,229776.625,0.434,0.0
1,1,-87829.8453799996,229556.734375,0.48850000000000005,0.0
2,2,-113360.5632199999,221046.5625,0.5945,0.0
3,3,-138795.91556000058,223312.65625,0.5475,0.0
4,4,-163650.0636999996,221279.5,0.5860000000000001,0.0
5,5,-188929.42187999957,222510.234375,0.621,0.0
6,6,-214104.79854000034,223015.609375,0.642,0.0
7,7,-214138.79666000023,223403.84375,0.655,0.0
8,8,-214051.7723400006,223638.109375,0.6635,0.0
9,9,-214080.96331999986,223786.453125,0.6760000000000002,0.0
