,epoch,times,negative ll,purity,cluster_partition
0,0,-129854.92709999962,199361.140625,0.4925,0.0
1,1,-67798.34437999991,133135.21875,0.6866666666666668,0.0
2,2,-83731.88790000044,107708.8203125,0.6816666666666668,0.0
3,3,-102870.77465999988,117904.6484375,0.8550000000000001,0.0
4,4,-118824.74205999984,120601.1640625,0.9116666666666668,0.0
5,5,-128831.21551999997,122463.4453125,0.9350000000000002,0.0
6,6,-154097.04192000034,123179.96875,0.9300000000000002,0.0
7,7,-148136.7174000002,123203.671875,0.9183333333333334,0.0
8,8,-155887.45768000023,123197.796875,0.9108333333333334,0.0
9,9,-122612.06921999983,123195.8125,0.9175000000000001,0.0
