,cluster_id,seqlength,zhu_cluster
0,0,45,4.0
1,0,51,4.0
2,0,48,4.0
3,0,43,4.0
4,0,43,4.0
5,0,38,4.0
6,0,52,4.0
7,0,40,4.0
8,0,49,4.0
9,0,37,4.0
10,0,50,4.0
11,0,60,4.0
12,0,41,4.0
13,0,52,4.0
14,0,43,4.0
15,0,52,4.0
16,0,31,4.0
17,0,32,4.0
18,0,44,4.0
19,0,31,4.0
20,0,43,5.0
21,0,47,4.0
22,0,43,4.0
23,0,39,4.0
24,0,44,4.0
25,0,47,4.0
26,0,34,4.0
27,0,45,4.0
28,0,46,4.0
29,0,41,4.0
30,0,44,4.0
31,0,42,4.0
32,0,47,4.0
33,0,37,4.0
34,0,44,4.0
35,0,39,4.0
36,0,52,4.0
37,0,46,4.0
38,0,37,4.0
39,0,48,4.0
40,0,32,4.0
41,0,30,4.0
42,0,34,4.0
43,0,50,4.0
44,0,52,4.0
45,0,24,4.0
46,0,43,4.0
47,0,44,4.0
48,0,40,4.0
49,0,43,4.0
50,0,44,4.0
51,0,50,4.0
52,0,46,4.0
53,0,44,4.0
54,0,44,4.0
55,0,39,4.0
56,0,41,4.0
57,0,47,4.0
58,0,48,4.0
59,0,39,4.0
60,0,41,4.0
61,0,46,4.0
62,0,38,4.0
63,0,37,4.0
64,0,70,4.0
65,0,46,4.0
66,0,41,4.0
67,0,45,4.0
68,0,44,5.0
69,0,45,4.0
70,0,44,4.0
71,0,47,4.0
72,0,42,4.0
73,0,30,4.0
74,0,43,4.0
75,0,46,4.0
76,0,47,4.0
77,0,40,4.0
78,0,51,4.0
79,0,45,4.0
80,0,49,4.0
81,0,37,4.0
82,0,38,4.0
83,0,37,4.0
84,0,41,4.0
85,0,39,4.0
86,0,42,4.0
87,0,30,4.0
88,0,33,4.0
89,0,37,4.0
90,0,34,4.0
91,0,50,4.0
92,0,36,4.0
93,0,45,4.0
94,0,50,4.0
95,0,43,4.0
96,0,44,4.0
97,0,52,4.0
98,0,41,4.0
99,0,33,4.0
100,0,37,4.0
101,0,38,4.0
102,0,40,4.0
103,0,44,4.0
104,0,46,4.0
105,0,32,4.0
106,0,36,4.0
107,0,43,4.0
108,0,48,4.0
109,0,47,4.0
110,0,33,4.0
111,0,55,4.0
112,0,37,4.0
113,0,52,4.0
114,0,46,4.0
115,0,42,4.0
116,0,34,4.0
117,0,36,4.0
118,0,37,4.0
119,0,39,4.0
120,0,40,4.0
121,0,47,4.0
122,0,32,4.0
123,0,33,4.0
124,0,40,4.0
125,0,41,4.0
126,0,33,4.0
127,0,41,4.0
128,0,45,4.0
129,0,28,4.0
130,0,41,4.0
131,0,38,4.0
132,0,38,4.0
133,0,45,4.0
134,0,46,4.0
135,0,39,4.0
136,0,37,4.0
137,0,46,4.0
138,0,45,4.0
139,0,36,4.0
140,0,50,4.0
141,0,39,4.0
142,0,46,4.0
143,0,42,4.0
144,0,49,4.0
145,0,45,4.0
146,0,40,4.0
147,0,50,4.0
148,0,34,4.0
149,0,39,4.0
150,0,49,4.0
151,0,46,4.0
152,0,58,4.0
153,0,45,4.0
154,0,47,4.0
155,0,42,4.0
156,0,39,4.0
157,0,45,4.0
158,0,47,4.0
159,0,45,4.0
160,0,51,4.0
161,0,39,4.0
162,0,35,4.0
163,0,45,4.0
164,0,39,4.0
165,0,42,4.0
166,0,39,4.0
167,0,37,4.0
168,0,40,4.0
169,0,45,4.0
170,0,38,4.0
171,0,45,4.0
172,0,39,4.0
173,0,38,4.0
174,0,46,4.0
175,0,36,4.0
176,0,45,4.0
177,0,40,4.0
178,0,40,4.0
179,0,39,4.0
180,0,43,4.0
181,0,35,4.0
182,0,48,4.0
183,0,40,4.0
184,0,55,4.0
185,0,34,4.0
186,0,46,4.0
187,0,34,4.0
188,0,46,4.0
189,0,41,4.0
190,0,47,5.0
191,0,38,4.0
192,0,56,4.0
193,0,40,4.0
194,0,40,4.0
195,0,35,4.0
196,0,33,4.0
197,0,41,4.0
198,0,47,4.0
199,0,54,4.0
200,0,42,4.0
201,0,38,4.0
202,0,37,4.0
203,0,40,4.0
204,0,37,4.0
205,0,47,4.0
206,0,41,4.0
207,0,37,4.0
208,0,54,4.0
209,0,41,4.0
210,0,43,4.0
211,0,39,4.0
212,0,45,4.0
213,0,41,4.0
214,0,34,4.0
215,0,39,4.0
216,0,54,4.0
217,0,43,4.0
218,0,44,4.0
219,0,47,4.0
220,0,34,4.0
221,0,53,4.0
222,0,39,4.0
223,0,51,4.0
224,0,42,4.0
225,0,45,4.0
226,0,38,4.0
227,0,36,4.0
228,0,42,4.0
229,0,29,4.0
230,0,38,4.0
231,0,44,4.0
232,0,47,4.0
233,0,48,4.0
234,0,47,4.0
235,0,27,4.0
236,0,38,4.0
237,0,35,4.0
238,0,48,4.0
239,0,47,4.0
240,0,34,4.0
241,0,37,4.0
242,0,47,4.0
243,0,35,4.0
244,0,44,4.0
245,0,43,4.0
246,0,50,4.0
247,0,41,4.0
248,0,40,4.0
249,0,45,4.0
250,0,40,4.0
251,0,45,4.0
252,0,49,4.0
253,0,40,4.0
254,0,39,4.0
255,0,41,4.0
256,0,40,4.0
257,0,40,4.0
258,0,52,4.0
259,0,36,4.0
260,0,38,4.0
261,0,45,4.0
262,0,51,4.0
263,0,49,4.0
264,0,32,4.0
265,0,42,4.0
266,0,38,4.0
267,0,57,4.0
268,0,45,4.0
269,0,42,4.0
270,0,40,4.0
271,0,50,4.0
272,0,42,4.0
273,0,49,4.0
274,0,42,4.0
275,0,37,4.0
276,0,35,4.0
277,0,39,4.0
278,0,49,4.0
279,0,44,4.0
280,0,39,4.0
281,0,35,4.0
282,0,49,4.0
283,0,42,4.0
284,0,36,4.0
285,0,36,4.0
286,0,37,4.0
287,0,35,4.0
288,0,36,4.0
289,0,38,4.0
290,0,56,4.0
291,0,43,4.0
292,0,49,4.0
293,0,45,4.0
294,0,37,4.0
295,0,53,4.0
296,0,46,4.0
297,0,45,4.0
298,0,45,4.0
299,0,39,4.0
