,event_id,event_pred
0,4,"[0.6628913786661034, 2.200267580641976e-05, 0.022978142071128645, 0.1984949851785105, 0.11561349140845105]"
1,0,"[0.28734192810674414, 0.0028290253703218177, 0.4026203987331475, 0.18978591434482747, 0.1174227334449592]"
2,0,"[0.7935337190848707, 0.01065949506842501, 0.012954731251160092, 0.09033507180454112, 0.09251698279100304]"
3,0,"[0.7281530198827445, 0.03584300883808724, 0.015034178109101333, 0.14240630432595242, 0.0785634888441145]"
4,0,"[0.6611649459287785, 2.568274148478385e-07, 0.16154122759752665, 0.11103495423404992, 0.06625861541223002]"
5,0,"[0.6212659401516756, 0.000542370945359795, 0.027612436555401115, 0.20624204276493208, 0.14433720958263146]"
6,0,"[0.6354284225550418, 3.755311703539348e-07, 0.14233927134489843, 0.16562219041948079, 0.05660974014940865]"
7,0,"[0.4056612538878242, 0.0002653841371187081, 0.2763253301965495, 0.21439133376576316, 0.10335669801274433]"
8,0,"[0.6389740120284415, 7.114059749673751e-05, 0.017882827066632728, 0.1568828065818223, 0.18618921372560657]"
9,0,"[0.8438443625669281, 9.400682611574355e-06, 0.016647718108751444, 0.0956723253213423, 0.04382619332036646]"
10,4,"[0.3147222307236942, 4.4974825220985434e-06, 0.2954217595862717, 0.23387950570401841, 0.15597200650349366]"
11,0,"[0.8466906829531782, 0.002249061482662092, 0.009688714513260751, 0.03897752139380703, 0.10239401965709194]"
12,4,"[0.6371044906195534, 0.01652515392037087, 0.015641956241658917, 0.1599956228261907, 0.17073277639222612]"
13,0,"[0.816058351039345, 5.62401513554169e-07, 0.02855324655793756, 0.10380352452835977, 0.051584315472844366]"
14,4,"[0.9510140739480064, 0.0006348099615550458, 0.005728012618670853, 0.014638314149953369, 0.02798478932181459]"
15,0,"[0.5920259134866709, 0.3134830092603784, 0.0013692791958063535, 0.005096047498474555, 0.08802575055866961]"
16,0,"[0.7124590960353934, 0.01191108309711487, 0.014877163033223645, 0.13921831318940833, 0.1215343446448599]"
17,0,"[0.6597000441189801, 1.795352370194157e-05, 0.08725703130315597, 0.17578388413779786, 0.07724108691636412]"
18,0,"[0.9638267447667065, 0.011378546781872674, 0.004356668259718734, 0.015361083861485771, 0.005076956330216177]"
19,0,"[0.9365175693179576, 0.020936758104915087, 0.014789572672812702, 0.02090088592723032, 0.006855213977084319]"
20,0,"[0.7849038841815538, 6.332371754080784e-06, 0.026632060636223635, 0.13191801839933215, 0.05653970441113639]"
21,0,"[0.7717079017217771, 0.00010981728822384976, 0.08674479547321881, 0.09053220733720825, 0.05090527817957194]"
22,0,"[0.741499088129234, 1.4247432977621805e-06, 0.09899608429863896, 0.12939094483477553, 0.030112457994053585]"
23,0,"[0.9220138163209144, 0.04056293993618889, 0.004846580142533847, 0.025320732512007744, 0.00725593108835499]"
24,0,"[0.4502527526836272, 8.010115104195106e-06, 0.24445658280433485, 0.21927881410167513, 0.08600384029525857]"
25,0,"[0.8211741648992057, 5.317222578514603e-07, 0.02801679579180865, 0.10131546162948449, 0.04949304595724362]"
26,4,"[0.8490421074038818, 0.12411074433137545, 0.00038656627622038383, 0.0023044892353451672, 0.02415609275317714]"
27,0,"[0.27721503047701385, 0.00034801987141041467, 0.2690466540431564, 0.3022410958080421, 0.1511491998003773]"
28,0,"[0.8487310944371417, 0.0686481612815567, 0.017846757400427855, 0.054480429103164085, 0.01029355777770966]"
29,0,"[0.9353593775877027, 0.035515483180536156, 0.00848814509313507, 0.015455422167998188, 0.005181571970627841]"
30,0,"[0.7030337468394524, 7.542059283872165e-07, 0.024240118734022483, 0.24428899630046455, 0.028436383920132244]"
31,3,"[0.6943876754575964, 0.012787468376635636, 0.014791488478931449, 0.1447522216933755, 0.133281145993461]"
32,0,"[0.9648628439214122, 0.010929842993581946, 0.0042584188548423565, 0.015046887537707148, 0.00490200669245622]"
33,0,"[0.6965835334100953, 0.23149276317979267, 0.0017963282068925578, 0.006237475628346824, 0.06388989957487269]"
34,0,"[0.7061366591002253, 3.3346967435763195e-05, 0.019630076177038686, 0.17846946784816434, 0.09573044990713583]"
35,0,"[0.950206795190353, 0.01859001814649213, 0.010042614970965986, 0.018666139836824917, 0.002494431855364117]"
36,0,"[0.9567047501109945, 0.014576095932203832, 0.004749266100172291, 0.017494564681158092, 0.006475323175471313]"
37,0,"[0.8066186799462801, 4.982712228752745e-06, 0.026719188702523065, 0.1140023255577602, 0.052654823081207794]"
38,0,"[0.9496384326584565, 0.0006573695825929074, 0.005733274872624911, 0.014891233694628633, 0.029079689191696935]"
39,0,"[0.233204270548507, 3.18710081270808e-06, 0.3483930611244234, 0.2036866076506278, 0.21471287357562907]"
40,0,"[0.8915789656948536, 0.0793235562839694, 0.0014012217748214388, 0.003979463975608982, 0.023716792270746436]"
41,0,"[0.8427236652531452, 9.406572206544995e-06, 0.01676446610698633, 0.09574936791192312, 0.044753094155738686]"
