,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,ap_clusters,ap_time,gmm_clusters,gmm_time,dbscan_clusters,dbscan_time
0,2,58.51259,57,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
1,3,58.51259,150,5,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
2,4,58.51259,48,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
3,5,58.51259,35,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
4,5,58.51259,74,4,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
5,5,58.51259,147,4,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
6,1,58.51259,444,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
7,5,58.51259,159,3,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
8,3,58.51259,124,3,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
9,4,58.51259,99,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
10,3,58.51259,77,3,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
11,3,58.51259,100,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
12,4,58.51259,274,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
13,1,58.51259,473,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
14,3,58.51259,37,5,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
15,5,58.51259,106,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
16,0,58.51259,74,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
17,1,58.51259,157,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
18,3,58.51259,74,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
19,3,58.51259,72,3,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
20,4,58.51259,94,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
21,0,58.51259,131,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
22,1,58.51259,190,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
23,1,58.51259,108,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
24,1,58.51259,77,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
25,1,58.51259,52,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
26,3,58.51259,228,3,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
27,4,58.51259,41,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
28,5,58.51259,362,4,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
29,3,58.51259,147,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
30,4,58.51259,35,6,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
31,4,58.51259,431,0,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
32,5,58.51259,23,4,0,360.86212,-1,363.66338,0,358.7113,-1,362.3533
