,cluster_id,cluster_thp
0,0,3
1,0,3
2,0,3
3,0,1
4,0,2
5,0,1
6,0,0
7,0,3
8,0,1
9,0,1
10,0,0
11,0,1
12,0,1
13,0,1
14,0,2
15,0,2
16,0,3
17,0,3
18,0,3
19,0,1
20,0,1
21,0,1
22,0,2
23,0,0
24,0,1
25,0,1
26,0,2
27,0,3
28,0,2
29,0,3
30,0,3
31,0,1
32,0,1
33,0,3
34,0,3
35,0,3
36,0,3
37,0,1
38,0,1
39,0,1
40,0,3
41,0,3
42,0,1
43,0,1
44,0,3
45,0,0
46,0,3
47,0,0
48,0,1
49,0,3
50,0,2
51,0,3
52,0,0
53,0,1
54,0,3
55,0,1
56,0,3
57,0,2
58,0,3
59,0,0
60,0,1
61,0,3
62,0,0
63,0,3
64,0,0
65,0,0
66,0,0
67,0,1
68,0,1
69,0,1
70,0,3
71,0,3
72,0,0
73,0,2
74,0,0
75,0,3
76,0,1
77,0,2
78,0,2
79,0,0
80,0,2
81,0,0
82,0,0
83,0,3
84,0,1
85,0,3
86,0,1
87,0,1
88,0,0
89,0,1
90,0,1
91,0,2
92,0,1
93,0,1
94,0,2
95,0,0
96,0,2
97,0,2
98,0,0
99,0,1
100,0,3
101,0,0
102,0,1
103,0,3
104,0,3
105,0,1
106,0,2
107,0,1
108,0,2
109,0,0
110,0,0
111,0,1
112,0,1
113,0,3
114,0,2
115,0,3
116,0,1
117,0,0
118,0,2
119,0,2
120,0,2
121,0,1
122,0,0
123,0,2
124,0,1
125,0,0
126,0,1
127,0,3
128,0,3
129,0,0
130,0,0
131,0,3
132,0,2
133,0,1
134,0,2
135,0,2
136,0,0
137,0,3
138,0,1
139,0,0
140,0,1
141,0,1
142,0,2
143,0,0
144,0,2
145,0,0
146,0,3
147,0,1
148,0,1
149,0,3
150,0,3
151,0,2
152,0,1
153,0,0
154,0,3
155,0,3
156,0,2
157,0,1
158,0,1
159,0,0
160,0,2
161,0,0
162,0,1
163,0,2
164,0,0
165,0,3
166,0,0
167,0,2
168,0,2
169,0,0
170,0,2
171,0,0
172,0,2
173,0,0
174,0,2
175,0,2
176,0,0
177,0,0
178,0,2
179,0,3
180,0,0
181,0,0
182,0,3
183,0,2
184,0,0
185,0,0
186,0,3
187,0,2
188,0,0
189,0,1
190,0,2
191,0,0
192,0,1
193,0,3
194,0,1
195,0,0
196,0,3
197,0,1
198,0,2
199,0,0
200,0,3
201,0,3
202,0,0
203,0,0
204,0,3
205,0,3
206,0,2
207,0,0
208,0,0
209,0,0
210,0,0
211,0,3
212,0,0
213,0,1
214,0,0
215,0,1
216,0,0
217,0,0
218,0,2
219,0,0
220,0,0
221,0,1
222,0,1
223,0,0
224,0,1
225,0,1
226,0,0
227,0,3
228,0,3
229,0,3
230,0,2
231,0,1
232,0,2
233,0,3
234,0,0
235,0,0
236,0,1
237,0,0
238,0,1
239,0,1
240,0,0
241,0,3
242,0,0
243,0,3
244,0,3
245,0,3
246,0,0
247,0,0
248,0,0
249,0,0
250,0,3
251,0,3
252,0,2
253,0,0
254,0,1
255,0,2
256,0,0
257,0,2
258,0,3
259,0,0
260,0,3
261,0,2
262,0,1
263,0,0
264,0,2
265,0,0
266,0,2
267,0,2
268,0,1
269,0,3
270,0,1
271,0,0
272,0,3
273,0,2
274,0,2
275,0,0
276,0,3
277,0,1
278,0,3
279,0,3
280,0,2
281,0,0
282,0,1
283,0,3
284,0,3
285,0,2
286,0,0
287,0,0
288,0,0
289,0,0
290,0,0
291,0,3
292,0,0
293,0,0
294,0,2
295,0,0
296,0,2
297,0,1
298,0,2
299,0,0
300,0,2
301,0,0
302,0,0
303,0,3
304,0,0
305,0,0
306,0,0
307,0,0
308,0,2
309,0,0
310,0,2
311,0,0
312,0,0
313,0,0
314,0,0
315,0,3
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,2
322,0,0
323,0,3
324,0,2
325,0,0
326,0,1
327,0,0
328,0,1
329,0,0
330,0,3
331,0,1
332,0,1
333,0,0
334,0,1
335,0,0
336,0,0
337,0,1
338,0,0
339,0,0
340,0,2
341,0,1
342,0,3
343,0,1
344,0,1
345,0,3
346,0,0
347,0,3
348,0,3
349,0,0
350,0,0
351,0,2
352,0,0
353,0,3
354,0,2
355,0,0
356,0,0
357,0,3
358,0,1
359,0,0
360,0,0
361,0,1
362,0,0
363,0,2
364,0,1
365,0,0
366,0,1
367,0,0
368,0,0
369,0,0
370,0,1
371,0,0
372,0,2
373,0,1
374,0,0
375,0,2
376,0,0
377,0,1
378,0,2
379,0,2
380,0,1
381,0,1
382,0,0
383,0,3
384,0,0
385,0,0
386,0,3
387,0,3
388,0,0
389,0,0
390,0,3
391,0,0
392,0,1
393,0,0
394,0,0
395,0,0
396,0,3
397,0,0
398,0,0
399,0,0
400,1,2
401,1,3
402,1,0
403,1,2
404,1,2
405,1,1
406,1,2
407,1,3
408,1,3
409,1,0
410,1,1
411,1,1
412,1,2
413,1,0
414,1,3
415,1,2
416,1,2
417,1,0
418,1,1
419,1,2
420,1,2
421,1,3
422,1,2
423,1,2
424,1,0
425,1,0
426,1,0
427,1,3
428,1,2
429,1,1
430,1,0
431,1,2
432,1,3
433,1,2
434,1,3
435,1,1
436,1,0
437,1,3
438,1,0
439,1,1
440,1,2
441,1,3
442,1,0
443,1,3
444,1,3
445,1,0
446,1,3
447,1,3
448,1,3
449,1,3
450,1,3
451,1,3
452,1,1
453,1,0
454,1,3
455,1,1
456,1,3
457,1,0
458,1,1
459,1,3
460,1,1
461,1,0
462,1,0
463,1,0
464,1,2
465,1,2
466,1,0
467,1,2
468,1,2
469,1,1
470,1,3
471,1,3
472,1,0
473,1,0
474,1,3
475,1,0
476,1,0
477,1,1
478,1,1
479,1,1
480,1,3
481,1,1
482,1,1
483,1,3
484,1,3
485,1,1
486,1,0
487,1,3
488,1,0
489,1,2
490,1,3
491,1,3
492,1,0
493,1,2
494,1,1
495,1,1
496,1,1
497,1,3
498,1,2
499,1,3
500,1,2
501,1,1
502,1,2
503,1,3
504,1,2
505,1,1
506,1,2
507,1,3
508,1,2
509,1,1
510,1,3
511,1,1
512,1,1
513,1,1
514,1,1
515,1,1
516,1,1
517,1,0
518,1,0
519,1,0
520,1,2
521,1,2
522,1,1
523,1,1
524,1,0
525,1,2
526,1,1
527,1,0
528,1,2
529,1,0
530,1,0
531,1,3
532,1,0
533,1,1
534,1,0
535,1,1
536,1,3
537,1,1
538,1,3
539,1,3
540,1,1
541,1,0
542,1,1
543,1,1
544,1,0
545,1,0
546,1,1
547,1,0
548,1,1
549,1,3
550,1,1
551,1,3
552,1,3
553,1,1
554,1,3
555,1,3
556,1,3
557,1,0
558,1,0
559,1,1
560,1,2
561,1,0
562,1,2
563,1,1
564,1,0
565,1,0
566,1,2
567,1,2
568,1,2
569,1,3
570,1,1
571,1,1
572,1,3
573,1,1
574,1,1
575,1,2
576,1,2
577,1,0
578,1,2
579,1,2
580,1,2
581,1,1
582,1,1
583,1,0
584,1,0
585,1,1
586,1,2
587,1,3
588,1,1
589,1,1
590,1,1
591,1,2
592,1,1
593,1,1
594,1,2
595,1,2
596,1,3
597,1,2
598,1,1
599,1,3
600,1,2
601,1,0
602,1,0
603,1,3
604,1,3
605,1,2
606,1,1
607,1,3
608,1,1
609,1,0
610,1,1
611,1,1
612,1,3
613,1,1
614,1,3
615,1,3
616,1,3
617,1,3
618,1,1
619,1,3
620,1,1
621,1,3
622,1,1
623,1,1
624,1,2
625,1,1
626,1,2
627,1,1
628,1,3
629,1,1
630,1,2
631,1,2
632,1,1
633,1,0
634,1,1
635,1,3
636,1,1
637,1,0
638,1,2
639,1,1
640,1,2
641,1,1
642,1,0
643,1,0
644,1,3
645,1,2
646,1,0
647,1,2
648,1,3
649,1,1
650,1,0
651,1,0
652,1,1
653,1,1
654,1,2
655,1,2
656,1,3
657,1,1
658,1,3
659,1,0
660,1,0
661,1,2
662,1,3
663,1,3
664,1,2
665,1,2
666,1,1
667,1,2
668,1,3
669,1,2
670,1,0
671,1,1
672,1,3
673,1,1
674,1,2
675,1,0
676,1,3
677,1,0
678,1,3
679,1,2
680,1,2
681,1,3
682,1,1
683,1,0
684,1,1
685,1,1
686,1,3
687,1,2
688,1,1
689,1,0
690,1,2
691,1,3
692,1,2
693,1,3
694,1,1
695,1,0
696,1,3
697,1,1
698,1,0
699,1,3
700,1,3
701,1,1
702,1,3
703,1,2
704,1,2
705,1,2
706,1,0
707,1,2
708,1,2
709,1,2
710,1,1
711,1,1
712,1,2
713,1,1
714,1,2
715,1,3
716,1,2
717,1,1
718,1,2
719,1,3
720,1,3
721,1,3
722,1,1
723,1,2
724,1,1
725,1,1
726,1,2
727,1,3
728,1,1
729,1,1
730,1,2
731,1,3
