,event_id,event_pred
0,4,"[3.003034231114261e-08, 4.7483517633320816e-06, 4.226288972906101e-06, 2.0260964918498888e-07, 0.9999907927192724]"
1,4,"[1.365728856679461e-19, 0.0032266703828079347, 0.20434670155169074, 1.7319562175106333e-32, 0.7924266280655013]"
2,2,"[1.343400539345259e-15, 0.022618735018813476, 0.9481895349548498, 6.69056824437117e-26, 0.029191730026335325]"
3,4,"[2.8013490776620835e-06, 3.126491975843759e-09, 0.01092718960267224, 0.00034540100371684433, 0.9887246049180412]"
4,4,"[1.9510875654765512e-15, 2.309552834099759e-11, 3.217686173755692e-08, 5.911508479473073e-29, 0.9999999678000407]"
5,2,"[1.9481540275951896e-09, 6.452177971005645e-13, 1.3555022950684106e-06, 0.8878553787394431, 0.1121432638094624]"
6,4,"[4.977059101435766e-11, 2.4018214300369948e-11, 0.002400745385223995, 8.402626992369213e-06, 0.9975908519139948]"
7,2,"[8.426462614026694e-08, 0.0003019410681419687, 0.8533788873870863, 1.730165278661912e-24, 0.1463190872801455]"
8,2,"[0.0008959288428892181, 0.00011763693751070525, 0.40841956700342763, 0.4294335310985124, 0.16113333611766023]"
9,2,"[1.4852795608477441e-13, 2.155710375276029e-15, 0.999676351358346, 2.3401455732267456e-08, 0.00032362524004763126]"
10,4,"[2.2142240593510015e-08, 0.030699355283432834, 0.12780652585483454, 9.897940388230117e-07, 0.8414931069254532]"
11,1,"[0.03743484818454823, 0.9372578722713188, 0.021196228532141606, 0.001525068125113451, 0.0025859828868780173]"
12,2,"[0.7768036980146359, 0.023439935521340702, 0.10015282545987778, 0.0028020714282495324, 0.09680146957589617]"
13,2,"[1.1501901746858826e-05, 0.04284616943691905, 0.9210346142687235, 0.025465500619198177, 0.010642213773412316]"
14,4,"[1.9790545591597658e-18, 1.2822500416505237e-09, 0.027976727341687914, 3.0974591534412877e-22, 0.9720232713760621]"
15,4,"[9.994663996654869e-14, 4.7172547411566195e-14, 0.0003818938972887209, 8.076377552206616e-12, 0.9996181060944878]"
16,2,"[3.397549633711994e-11, 1.1449776941373465e-11, 0.9959218442575408, 4.513326069385817e-12, 0.004078155692520664]"
17,4,"[3.052826829829615e-09, 2.636501021625439e-06, 0.009034588897112611, 4.0388858519958634e-15, 0.990962771549035]"
18,2,"[2.9478629361282204e-07, 0.03369071628251959, 0.9382238178215043, 1.6680383976955084e-10, 0.02808517094287845]"
19,4,"[4.3496950001759967e-07, 3.036062932054843e-08, 0.001743493930985287, 0.9982470817486315, 8.958990253665503e-06]"
20,2,"[0.0020614485437893443, 0.0003665450304233183, 0.0038660305750991292, 0.00010428989115915468, 0.993601685959529]"
21,2,"[1.9278321927839298e-07, 4.785613011521127e-09, 0.9969353081063126, 0.0021659399281633612, 0.0008985543966918972]"
22,2,"[1.2821809634769487e-05, 0.0037503850926915417, 0.8869381445512251, 5.474230059025879e-11, 0.10929864849170629]"
23,2,"[1.2066360649138396e-12, 6.083601691021893e-18, 0.9068195546976531, 2.870329437837781e-11, 0.09318044527243684]"
24,4,"[3.4278048405414e-09, 1.8975040989464126e-05, 0.9934697989789752, 1.9395257359983984e-13, 0.006511222552036582]"
25,4,"[0.0014435001411805199, 0.003405960195206324, 2.5896610503277222e-05, 2.207713838558697e-07, 0.9951244222817259]"
26,4,"[2.3106121025457552e-07, 8.668571004749864e-10, 0.14723268932097952, 7.256453671153338e-09, 0.8527670714944994]"
27,2,"[7.828483958578725e-08, 1.323792688303744e-13, 0.8937962936129636, 1.2951299988999467e-17, 0.10620362810206435]"
28,4,"[5.494893434104312e-10, 1.9121329662976422e-16, 3.846656942497012e-05, 5.106775039065439e-20, 0.9999615328810855]"
29,4,"[2.8411184021469846e-12, 2.0662975225059324e-09, 1.0629167849364092e-06, 0.020911789513938246, 0.9790871455001382]"
30,2,"[6.678475364413567e-07, 1.683607393464424e-08, 0.8328103360556203, 2.0175328604251623e-12, 0.16718897925875167]"
31,2,"[3.5563460063268996e-06, 0.00017979052891787509, 0.03827064351517422, 0.3697657785702954, 0.5917802310396062]"
32,4,"[1.0053060125949398e-07, 5.122037971890542e-08, 0.06381498579940342, 0.02134694900303692, 0.9148379134465787]"
33,2,"[0.00011187292455083001, 1.4328226217546959e-10, 0.9917984741674352, 2.710069162728891e-10, 0.008089652493725022]"
34,2,"[1.6717850186434874e-06, 7.529307436972979e-10, 0.47162139075117343, 3.2015903237569736e-06, 0.5283737351205534]"
35,4,"[1.3556996115666575e-05, 0.00020563291527205162, 0.0007675151956106027, 2.8679461821184582e-08, 0.9990132662135399]"
36,2,"[4.273159051613088e-11, 1.5078826168503896e-10, 0.9991854893894894, 1.058545174812269e-06, 0.0008134518718161178]"
