,epoch,times,negative ll,purity,cluster_partition
0,0,-257663.41420000012,311222.28125,0.2925,0.0
1,1,-156203.02994000027,238644.265625,0.4860000000000001,0.0
2,2,-197208.42064000026,237391.953125,0.553,0.0
3,3,-238215.81902000005,239728.046875,0.5865,0.0
4,4,-279197.60090000054,241594.5,0.663,0.0
5,5,-320080.2438399999,243265.59375,0.7070000000000001,0.0
6,6,-360823.9515200001,243509.28125,0.7235000000000001,0.0
7,7,-358349.89751999965,243643.453125,0.7255,0.0
8,8,-358251.5854999999,243799.96875,0.715,0.0
9,9,-358147.7417400002,244056.90625,0.7164999999999999,0.0
