purity,created_at
0.60625,2021-05-21 17:54:18.575818
0.71125,2021-05-21 17:54:19.880605
0.91375,2021-05-21 17:54:20.562641
0.89375,2021-05-21 17:54:21.526882
0.90125,2021-05-21 17:54:22.404545
0.9025,2021-05-21 17:54:23.200913
0.87375,2021-05-21 17:54:23.937092
0.84875,2021-05-21 17:54:24.696217
0.8262499999999999,2021-05-21 17:54:25.355507
0.7825,2021-05-21 17:54:26.183736
0.7725,2021-05-21 17:54:26.987835
0.7250000000000001,2021-05-21 17:54:27.720908
0.73875,2021-05-21 17:54:28.619181
0.75,2021-05-21 17:54:29.340381
0.75,2021-05-21 17:54:30.172764
0.7525000000000001,2021-05-21 17:54:30.981720
0.7625,2021-05-21 17:54:31.834687
0.7637499999999999,2021-05-21 17:54:32.587080
0.7650000000000001,2021-05-21 17:54:33.416841
0.7637499999999999,2021-05-21 17:54:34.243607
0.7475,2021-05-21 17:54:34.962304
0.7437499999999999,2021-05-21 17:54:35.814828
0.75375,2021-05-21 17:54:36.488375
0.7562499999999999,2021-05-21 17:54:37.321947
0.74375,2021-05-21 17:54:38.023523
0.7425,2021-05-21 17:54:38.806332
0.75,2021-05-21 17:54:39.598849
0.7424999999999999,2021-05-21 17:54:40.490565
0.745,2021-05-21 17:54:41.286575
0.73125,2021-05-21 17:54:42.052911
0.645,2021-05-21 17:54:43.642107
0.7337499999999999,2021-05-21 17:54:44.413724
0.7575,2021-05-21 17:54:45.244880
0.7937500000000001,2021-05-21 17:54:46.122633
0.77875,2021-05-21 17:54:46.753386
0.7425,2021-05-21 17:54:47.708690
0.74,2021-05-21 17:54:48.570566
0.7475,2021-05-21 17:54:49.412880
0.73875,2021-05-21 17:54:50.191923
0.7525,2021-05-21 17:54:50.931051
0.74875,2021-05-21 17:54:51.736563
0.745,2021-05-21 17:54:52.463568
0.75,2021-05-21 17:54:53.202945
0.75125,2021-05-21 17:54:53.905966
0.75,2021-05-21 17:54:54.697768
0.7525000000000001,2021-05-21 17:54:55.407074
0.755,2021-05-21 17:54:56.198643
0.7537499999999999,2021-05-21 17:54:56.947096
0.76625,2021-05-21 17:54:57.677739
0.7637499999999999,2021-05-21 17:54:58.381297
0.76,2021-05-21 17:54:59.189947
0.7637499999999999,2021-05-21 17:54:59.919029
0.7637499999999999,2021-05-21 17:55:00.791944
