,epoch,times,negative ll,purity,cluster_partition
0,0,-254683.9804,314421.84375,0.38650000000000007,0.0
1,1,-154331.14094000077,227083.515625,0.506,0.0
2,2,-194741.410399999,238793.125,0.5669999999999997,0.0
3,3,-235633.25780000072,240542.046875,0.5989999999999999,0.0
4,4,-276097.8277400008,242626.421875,0.634,0.0
5,5,-316215.5576399993,243240.46875,0.653,0.0
6,6,-354653.3125600009,243436.390625,0.6635000000000001,0.0
7,7,-354374.1786399996,243547.21875,0.6715000000000001,0.0
8,8,-354391.1737799994,243636.546875,0.6855,0.0
9,9,-351434.6314200002,243710.546875,0.6890000000000001,0.0
