,epoch,times,negative ll,purity,cluster_partition
0,0,-110579.66048000031,145471.125,0.555,0.0
1,1,-51925.96530000039,134730.46875,0.5950000000000001,0.0
2,2,-66902.44888000016,143828.140625,0.8825000000000001,0.0
3,3,-81938.95462000044,140774.75,0.9308333333333333,0.0
4,4,-96874.5221399999,147398.265625,0.9191666666666667,0.0
5,5,-111872.58655999962,149446.328125,0.9508333333333334,0.0
6,6,-126360.30109999992,144268.9375,0.9516666666666667,0.0
7,7,-125858.34407999995,142468.375,0.9525,0.0
8,8,-125909.28455999994,142031.8125,0.9516666666666667,0.0
9,9,-125926.65481999982,141783.578125,0.95,0.0
