,epoch,times,negative ll,purity,cluster_partition
0,0,-14731.222420000122,183614.265625,0.46,0.0
1,1,-4041.67666000023,154340.296875,0.6762499999999999,0.0
2,2,-5748.601819999749,157233.109375,0.9143749999999999,0.0
3,3,-7100.578019999666,163540.453125,0.976875,0.0
4,4,-8067.352320000064,165676.359375,0.98875,0.0
5,5,-8426.299059999874,166120.375,0.98875,0.0
6,6,-9150.873419999843,166371.625,0.98875,0.0
7,7,-9237.764099999913,166653.390625,0.98875,0.0
8,8,-9403.76064000011,166938.75,0.98875,0.0
9,9,-9410.060480000102,167221.4375,0.9887500000000001,0.0
