,cluster_id,cluster_thp
0,3,7
1,1,7
2,1,7
3,0,4
4,1,4
5,5,4
6,1,7
7,1,7
8,0,2
9,0,2
10,0,4
11,0,6
12,3,7
13,0,2
14,7,4
15,0,2
16,0,4
17,2,3
18,0,0
19,0,2
20,0,6
21,1,7
22,1,7
23,1,6
24,0,2
25,0,0
26,0,6
27,0,2
28,1,4
29,0,2
30,0,4
31,4,6
32,5,0
33,0,4
34,1,4
35,0,7
36,0,4
37,0,0
38,1,4
39,0,6
40,5,7
41,0,2
42,0,2
43,0,2
44,1,7
45,6,6
46,0,2
47,6,7
48,0,6
49,5,0
50,1,6
51,0,4
52,1,7
53,0,6
54,0,0
55,0,2
56,1,7
57,1,4
58,0,2
59,0,2
60,0,0
61,0,2
62,5,4
63,1,7
64,0,6
65,1,6
66,0,2
67,3,7
68,0,2
69,6,6
70,0,4
71,0,0
72,0,7
73,0,6
74,3,7
75,1,7
76,1,7
77,0,0
78,2,3
79,1,6
80,0,6
81,1,4
82,0,2
83,0,6
84,0,2
85,0,4
86,5,7
87,0,6
88,0,4
89,0,2
90,0,2
91,1,7
92,5,0
93,0,4
94,1,4
95,0,2
96,0,2
97,4,6
98,7,4
99,1,7
100,6,7
101,0,6
102,1,4
103,0,0
104,1,7
105,1,7
106,5,0
107,1,7
108,0,4
109,0,2
110,0,4
111,1,7
112,0,4
113,0,2
114,0,4
115,1,7
116,1,4
117,0,2
118,0,2
119,0,6
120,0,0
121,0,2
122,0,0
123,0,2
124,1,7
125,0,6
126,1,6
127,1,4
128,0,0
129,6,0
130,1,6
131,0,3
132,0,2
133,5,4
134,0,3
135,0,0
136,1,0
137,7,0
138,0,5
139,5,5
140,2,2
141,3,6
142,0,0
143,0,5
144,1,6
145,1,0
146,0,0
147,1,6
148,0,1
149,0,0
150,1,5
151,1,4
152,0,3
153,1,6
154,0,3
155,1,6
156,3,6
157,0,1
158,0,5
159,0,6
160,4,0
161,6,4
162,5,1
163,0,0
164,0,5
165,0,3
166,1,6
167,0,3
168,0,2
169,0,2
170,5,1
171,0,3
172,5,5
173,1,6
174,5,1
175,0,1
176,0,0
177,1,6
178,7,0
179,0,5
180,0,2
181,0,3
182,6,0
183,0,0
184,0,5
185,1,6
186,5,1
187,0,1
188,1,0
189,0,0
190,0,0
191,0,6
192,1,6
193,1,6
194,3,6
195,1,0
196,0,0
197,0,1
198,0,3
199,1,5
200,1,6
201,6,4
202,2,2
203,4,0
204,1,4
205,0,3
206,0,0
207,0,5
208,0,2
209,0,3
210,1,5
211,0,3
212,5,4
213,3,6
214,0,5
215,0,1
216,1,0
217,1,6
218,0,3
219,0,2
220,0,3
221,1,0
222,0,0
223,1,6
224,0,0
225,0,3
226,0,2
227,0,0
228,1,6
229,0,0
230,0,5
231,0,3
232,6,0
233,1,5
234,0,3
235,3,6
236,1,4
237,0,0
238,0,0
239,5,1
240,1,6
241,0,2
242,0,3
243,0,2
244,1,0
245,1,6
246,3,6
247,1,6
248,0,1
249,0,3
250,0,0
251,7,0
252,1,6
253,0,2
254,0,5
255,5,5
256,0,2
257,0,2
258,0,6
259,0,1
260,1,4
261,5,5
262,2,4
263,0,1
264,1,6
265,5,3
266,1,6
267,6,3
268,0,4
269,0,7
270,1,2
271,0,5
272,0,1
273,4,2
274,1,3
275,0,6
276,0,0
277,0,1
278,1,3
279,0,0
280,0,1
281,0,2
282,0,6
283,0,5
284,1,2
